session_id,start_time,end_time,energy_kwh,duration_minutes,cost_inr,vehicle_type
SES_55103,2024-01-11 23:36:00,2024-01-12 01:04:54,9.18,88.9,163.64,3W
SES_65741,2024-05-28 19:48:00,2024-05-28 20:56:16,1.71,68.3,28.94,2W
SES_77302,2024-04-17 16:17:00,2024-04-17 17:50:43,2.99,93.7,51.65,2W
SES_29744,2024-07-09 11:31:00,2024-07-09 13:10:08,1.88,99.1,31.52,2W
SES_42135,2024-09-17 17:54:00,2024-09-17 19:23:42,7.11,89.7,124.73,3W
SES_57557,2024-06-03 09:01:00,2024-06-03 10:08:27,50.26,67.5,902.73,4W
SES_86067,2024-10-30 20:54:00,2024-10-30 21:24:53,3.45,30.9,55.31,2W
SES_42331,2024-12-21 08:52:00,2024-12-21 09:39:46,5.72,47.8,95.82,3W
SES_14125,2024-02-13 20:39:00,2024-02-13 22:00:37,8.29,81.6,129.15,3W
SES_37777,2024-09-19 15:22:00,2024-09-19 17:54:16,29.46,152.3,450.23,4W
SES_42982,2024-08-15 21:07:00,2024-08-15 22:10:00,9.97,63.0,161.61,3W
SES_25592,2024-02-12 12:43:00,2024-02-12 13:52:59,7.01,70.0,125.53,3W
SES_57971,2024-05-12 09:10:00,2024-05-12 10:13:37,23.94,63.6,386.74,4W
SES_13307,2024-09-07 17:58:00,2024-09-07 19:34:42,1.63,96.7,27.67,2W
SES_17345,2024-03-31 23:35:00,2024-04-01 01:08:20,43.25,93.3,743.49,4W
SES_91198,2024-12-30 23:49:00,2024-12-31 02:10:10,54.11,141.2,843.1,4W
SES_47096,2024-04-17 18:40:00,2024-04-17 19:50:37,3.34,70.6,58.71,2W
SES_99178,2024-07-22 15:28:00,2024-07-22 16:13:19,6.99,45.3,107.22,3W
SES_85075,2024-08-24 08:01:00,2024-08-24 10:59:11,40.44,178.2,657.61,4W
SES_36921,2024-08-07 22:37:00,2024-08-07 23:51:18,28.08,74.3,431.63,4W
SES_64396,2024-06-12 18:28:00,2024-06-12 19:49:26,2.9,81.4,47.77,2W
SES_73760,2024-05-13 23:35:00,2024-05-14 01:53:47,51.42,138.8,777.85,4W
SES_21205,2024-06-06 12:05:00,2024-06-06 12:43:58,1.84,39.0,30.2,2W
SES_61673,2024-09-28 23:48:00,2024-09-29 01:15:50,8.72,87.8,143.4,3W
SES_67574,2024-07-01 20:40:00,2024-07-01 21:46:17,3.19,66.3,50.46,2W
SES_51829,2024-01-13 22:40:00,2024-01-14 00:31:04,47.68,111.1,725.92,4W
SES_80653,2024-01-15 07:19:00,2024-01-15 09:57:13,52.68,158.2,833.88,4W
SES_88516,2024-03-31 07:12:00,2024-03-31 08:21:07,7.76,69.1,136.95,3W
SES_49677,2024-10-02 06:33:00,2024-10-02 07:55:57,2.85,83.0,49.27,2W
SES_62869,2024-10-03 12:22:00,2024-10-03 14:19:15,42.43,117.3,712.38,4W
SES_21187,2024-11-09 15:02:00,2024-11-09 15:33:24,3.36,31.4,58.5,2W
SES_92574,2024-01-26 05:25:00,2024-01-26 06:57:30,2.38,92.5,38.66,2W
SES_76417,2024-06-17 21:01:00,2024-06-17 21:45:50,1.68,44.8,28.0,2W
SES_66123,2024-02-22 06:54:00,2024-02-22 08:58:58,54.54,125.0,839.58,4W
SES_42446,2024-05-14 09:48:00,2024-05-14 11:06:56,40.99,78.9,729.49,4W
SES_59500,2024-01-06 20:56:00,2024-01-06 22:38:07,24.65,102.1,412.29,4W
SES_81236,2024-04-08 22:51:00,2024-04-09 01:02:50,31.38,131.8,520.21,4W
SES_17835,2024-09-18 20:54:00,2024-09-18 22:21:40,36.91,87.7,571.26,4W
SES_55019,2024-03-28 12:19:00,2024-03-28 13:27:42,47.94,68.7,722.48,4W
SES_24555,2024-04-06 16:16:00,2024-04-06 17:26:02,6.25,70.0,109.3,3W
SES_44106,2024-04-14 19:36:00,2024-04-14 21:04:40,7.28,88.7,109.33,3W
SES_96249,2024-05-16 18:32:00,2024-05-16 19:13:17,2.14,41.3,37.65,2W
SES_94728,2024-09-28 16:52:00,2024-09-28 17:58:47,34.83,66.8,592.79,4W
SES_53078,2024-01-08 17:25:00,2024-01-08 19:24:08,1.88,119.1,28.97,2W
SES_83926,2024-10-05 11:41:00,2024-10-05 13:00:19,6.29,79.3,101.63,3W
SES_26360,2024-11-09 11:48:00,2024-11-09 12:46:52,7.27,58.9,115.35,3W
SES_21647,2024-06-04 17:38:00,2024-06-04 18:21:17,9.32,43.3,167.61,3W
SES_17535,2024-02-17 08:27:00,2024-02-17 09:18:23,6.48,51.4,108.14,3W
SES_82096,2024-04-03 19:04:00,2024-04-03 20:27:56,7.99,83.9,129.77,3W
SES_28832,2024-11-04 17:26:00,2024-11-04 18:22:58,2.1,57.0,37.61,2W
SES_30766,2024-01-18 15:47:00,2024-01-18 16:59:31,9.74,72.5,159.43,3W
SES_61526,2024-11-17 12:50:00,2024-11-17 15:43:04,55.66,173.1,956.87,4W
SES_98427,2024-01-17 20:31:00,2024-01-17 21:32:15,2.61,61.3,45.62,2W
SES_84909,2024-04-28 22:58:00,2024-04-29 00:34:52,1.64,96.9,28.74,2W
SES_55301,2024-12-07 20:10:00,2024-12-07 22:59:54,47.86,169.9,855.25,4W
SES_83668,2024-08-02 10:59:00,2024-08-02 12:08:55,9.32,69.9,163.6,3W
SES_74730,2024-06-25 10:28:00,2024-06-25 11:24:08,9.09,56.1,154.41,3W
SES_11181,2024-11-18 23:32:00,2024-11-19 02:10:44,48.67,158.7,764.44,4W
SES_28291,2024-09-27 17:55:00,2024-09-27 19:11:52,52.67,76.9,844.96,4W
SES_96017,2024-09-27 17:09:00,2024-09-27 18:01:51,7.98,52.9,140.76,3W
SES_91609,2024-09-22 13:38:00,2024-09-22 15:22:24,1.83,104.4,28.15,2W
SES_90885,2024-03-21 14:49:00,2024-03-21 15:56:42,39.41,67.7,605.04,4W
SES_87932,2024-11-25 23:21:00,2024-11-26 00:38:36,1.7,77.6,26.79,2W
SES_22886,2024-01-13 20:48:00,2024-01-13 22:04:50,45.98,76.8,715.31,4W
SES_24539,2024-02-26 22:54:00,2024-02-27 00:47:22,2.33,113.4,41.24,2W
SES_39898,2024-09-08 11:28:00,2024-09-08 12:47:07,9.94,79.1,177.41,3W
SES_49279,2024-01-01 06:16:00,2024-01-01 06:52:55,2.0,36.9,35.71,2W
SES_73082,2024-08-15 12:46:00,2024-08-15 14:35:28,2.74,109.5,44.04,2W
SES_24589,2024-10-17 13:27:00,2024-10-17 14:52:40,5.96,85.7,103.25,3W
SES_42827,2024-07-12 16:23:00,2024-07-12 17:03:33,6.86,40.6,114.31,3W
SES_26486,2024-09-15 19:59:00,2024-09-15 21:28:39,5.23,89.7,92.53,3W
SES_95028,2024-02-16 23:05:00,2024-02-17 00:40:42,2.53,95.7,39.09,2W
SES_20542,2024-04-05 22:06:00,2024-04-05 23:35:03,9.61,89.1,151.62,3W
SES_46470,2024-07-22 01:18:00,2024-07-22 02:17:27,22.23,59.5,392.56,4W
SES_37729,2024-11-02 14:37:00,2024-11-02 15:55:46,9.3,78.8,153.5,3W
SES_13084,2024-01-14 13:51:00,2024-01-14 14:36:19,9.75,45.3,155.02,3W
SES_46545,2024-06-28 09:10:00,2024-06-28 11:55:50,27.51,165.8,418.29,4W
SES_45661,2024-08-10 03:50:00,2024-08-10 04:35:01,3.24,45.0,53.53,2W
SES_93816,2024-01-17 19:23:00,2024-01-17 20:54:24,2.68,91.4,45.79,2W
SES_99026,2024-06-14 06:38:00,2024-06-14 08:45:38,32.46,127.6,538.16,4W
SES_14238,2024-10-14 18:50:00,2024-10-14 20:40:05,2.58,110.1,43.94,2W
SES_53139,2024-10-22 19:30:00,2024-10-22 20:50:08,58.05,80.1,896.23,4W
SES_79165,2024-12-23 07:20:00,2024-12-23 08:12:29,2.39,52.5,37.69,2W
SES_75304,2024-05-29 21:08:00,2024-05-29 23:15:50,46.64,127.8,715.27,4W
SES_49835,2024-03-03 08:10:00,2024-03-03 10:28:53,39.34,138.9,607.13,4W
SES_34087,2024-05-22 15:24:00,2024-05-22 16:16:04,5.34,52.1,83.66,3W
SES_65659,2024-04-13 19:03:00,2024-04-13 19:58:28,9.52,55.5,149.48,3W
SES_29915,2024-11-11 11:31:00,2024-11-11 13:13:15,1.7,102.3,29.01,2W
SES_85546,2024-07-12 03:19:00,2024-07-12 04:52:26,37.7,93.4,588.65,4W
SES_86764,2024-08-30 15:57:00,2024-08-30 16:42:22,7.7,45.4,122.71,3W
SES_25671,2024-11-19 23:35:00,2024-11-20 00:43:27,30.37,68.5,525.63,4W
SES_61974,2024-01-13 18:07:00,2024-01-13 18:48:35,2.21,41.6,39.26,2W
SES_54649,2024-02-17 16:23:00,2024-02-17 18:33:46,33.17,130.8,573.01,4W
SES_65663,2024-09-07 17:51:00,2024-09-07 18:25:05,3.11,34.1,53.05,2W
SES_16756,2024-12-05 09:29:00,2024-12-05 12:07:58,59.27,159.0,1001.67,4W
SES_58638,2024-05-12 19:50:00,2024-05-12 21:15:43,6.79,85.7,110.61,3W
SES_36036,2024-06-07 17:18:00,2024-06-07 18:25:06,29.73,67.1,453.66,4W
SES_23593,2024-02-07 22:48:00,2024-02-08 01:33:18,21.28,165.3,366.55,4W
SES_38985,2024-08-18 17:53:00,2024-08-18 18:59:56,39.72,66.9,602.82,4W
SES_14358,2024-05-29 21:24:00,2024-05-29 22:48:53,5.1,84.9,91.07,3W
SES_27381,2024-12-21 01:07:00,2024-12-21 02:21:49,5.45,74.8,89.81,3W
SES_92184,2024-04-11 17:32:00,2024-04-11 19:17:14,3.22,105.2,49.17,2W
SES_32441,2024-03-29 17:34:00,2024-03-29 18:47:36,3.15,73.6,54.07,2W
SES_98106,2024-10-11 07:05:00,2024-10-11 09:01:04,20.08,116.1,312.57,4W
SES_89297,2024-03-02 13:29:00,2024-03-02 14:27:55,8.63,58.9,149.19,3W
SES_14374,2024-09-25 01:57:00,2024-09-25 03:21:32,42.4,84.5,713.41,4W
SES_57280,2024-10-26 18:15:00,2024-10-26 19:52:31,2.67,97.5,44.35,2W
SES_61907,2024-10-25 08:30:00,2024-10-25 09:29:51,43.01,59.9,747.58,4W
SES_84777,2024-12-29 06:22:00,2024-12-29 07:30:02,2.09,68.0,33.97,2W
SES_94357,2024-02-04 22:20:00,2024-02-04 23:06:00,53.44,46.0,929.01,4W
SES_55507,2024-01-05 18:51:00,2024-01-05 19:45:23,22.96,54.4,382.1,4W
SES_67377,2024-09-26 10:14:00,2024-09-26 11:48:03,2.95,94.1,48.14,2W
SES_26287,2024-01-27 21:07:00,2024-01-27 22:07:47,5.35,60.8,87.67,3W
SES_80092,2024-09-18 03:25:00,2024-09-18 04:16:18,8.82,51.3,158.44,3W
SES_57544,2024-05-16 19:52:00,2024-05-16 22:19:55,53.09,147.9,850.32,4W
SES_67241,2024-08-03 14:17:00,2024-08-03 15:30:21,8.96,73.4,153.31,3W
SES_50720,2024-01-10 18:23:00,2024-01-10 20:20:54,40.12,117.9,645.51,4W
SES_44452,2024-03-29 14:01:00,2024-03-29 14:46:19,9.41,45.3,144.59,3W
SES_74726,2024-09-24 23:30:00,2024-09-25 00:50:14,43.03,80.2,702.38,4W
SES_33212,2024-10-18 18:43:00,2024-10-18 19:50:52,6.39,67.9,105.68,3W
SES_70111,2024-08-08 22:11:00,2024-08-08 22:51:59,2.5,41.0,38.53,2W
SES_10097,2024-09-27 20:07:00,2024-09-27 22:04:22,2.38,117.4,38.58,2W
SES_58032,2024-05-07 22:00:00,2024-05-07 22:46:01,7.61,46.0,132.88,3W
SES_15948,2024-05-25 12:56:00,2024-05-25 14:49:37,57.79,113.6,962.27,4W
SES_33184,2024-09-28 11:53:00,2024-09-28 12:43:25,9.71,50.4,161.45,3W
SES_54862,2024-07-23 01:42:00,2024-07-23 03:14:03,2.76,92.1,45.92,2W
SES_37702,2024-08-23 06:32:00,2024-08-23 07:51:28,2.36,79.5,40.46,2W
SES_82732,2024-04-25 14:45:00,2024-04-25 16:36:02,52.5,111.0,944.73,4W
SES_49426,2024-12-14 16:25:00,2024-12-14 17:29:58,9.62,65.0,169.07,3W
SES_18227,2024-08-27 22:50:00,2024-08-27 23:38:28,34.09,48.5,590.45,4W
SES_91385,2024-05-17 22:49:00,2024-05-17 23:41:34,7.26,52.6,110.05,3W
SES_55329,2024-05-03 22:58:00,2024-05-04 00:09:18,9.83,71.3,173.98,3W
SES_88090,2024-06-27 02:33:00,2024-06-27 03:47:20,7.48,74.3,119.48,3W
SES_42335,2024-05-01 14:12:00,2024-05-01 15:29:54,9.96,77.9,163.49,3W
SES_92658,2024-09-21 17:33:00,2024-09-21 18:13:49,7.05,40.8,106.39,3W
SES_61389,2024-05-28 15:46:00,2024-05-28 17:01:04,7.57,75.1,128.34,3W
SES_78635,2024-07-11 23:47:00,2024-07-12 01:12:56,26.36,85.9,426.35,4W
SES_96030,2024-02-19 17:53:00,2024-02-19 19:03:34,6.44,70.6,108.68,3W
SES_66587,2024-09-07 23:06:00,2024-09-08 00:20:54,7.72,74.9,119.02,3W
SES_84175,2024-10-04 14:52:00,2024-10-04 17:39:41,57.48,167.7,884.2,4W
SES_60664,2024-01-05 23:26:00,2024-01-06 00:32:34,53.62,66.6,937.71,4W
SES_32657,2024-02-23 19:21:00,2024-02-23 19:52:23,1.99,31.4,32.14,2W
SES_43644,2024-03-01 00:11:00,2024-03-01 01:17:30,6.85,66.5,106.04,3W
SES_34548,2024-10-01 16:39:00,2024-10-01 19:31:02,28.6,172.0,465.68,4W
SES_61394,2024-01-18 19:41:00,2024-01-18 20:35:27,51.73,54.5,787.12,4W
SES_82305,2024-09-16 13:57:00,2024-09-16 15:13:22,9.16,76.4,159.86,3W
SES_48574,2024-03-12 22:26:00,2024-03-12 23:27:48,2.66,61.8,43.87,2W
SES_45016,2024-01-16 14:14:00,2024-01-16 15:35:20,38.85,81.3,663.01,4W
SES_57664,2024-04-21 21:56:00,2024-04-21 23:16:29,9.56,80.5,171.96,3W
SES_62803,2024-12-03 17:43:00,2024-12-03 19:06:40,9.31,83.7,141.72,3W
SES_42375,2024-03-19 12:16:00,2024-03-19 14:18:39,38.06,122.7,588.09,4W
SES_66218,2024-08-23 21:21:00,2024-08-23 22:04:52,6.43,43.9,99.25,3W
SES_28828,2024-09-10 04:05:00,2024-09-10 04:40:50,2.07,35.8,35.31,2W
SES_69982,2024-03-18 17:01:00,2024-03-18 18:22:02,7.89,81.0,123.27,3W
SES_46264,2024-11-24 00:41:00,2024-11-24 01:52:43,3.45,71.7,55.48,2W
SES_92935,2024-08-31 08:23:00,2024-08-31 11:17:50,48.05,174.8,781.84,4W
SES_61474,2024-10-03 14:33:00,2024-10-03 15:41:53,5.04,68.9,79.42,3W
SES_41771,2024-08-27 18:12:00,2024-08-27 19:15:55,7.97,63.9,127.54,3W
SES_72057,2024-04-08 19:17:00,2024-04-08 20:17:01,23.67,60.0,401.34,4W
SES_43292,2024-08-29 20:54:00,2024-08-29 22:20:20,5.73,86.3,91.07,3W
SES_65742,2024-03-29 07:09:00,2024-03-29 07:49:38,7.97,40.6,123.53,3W
SES_75443,2024-12-29 14:40:00,2024-12-29 16:17:54,2.63,97.9,40.14,2W
SES_16940,2024-06-25 08:32:00,2024-06-25 09:20:37,54.49,48.6,867.69,4W
SES_84148,2024-08-15 16:44:00,2024-08-15 17:56:03,6.57,72.1,100.89,3W
SES_46893,2024-10-19 22:38:00,2024-10-20 00:01:54,9.86,83.9,157.6,3W
SES_73959,2024-02-25 17:28:00,2024-02-25 18:55:16,6.32,87.3,111.44,3W
SES_34449,2024-03-08 10:13:00,2024-03-08 12:53:48,41.37,160.8,680.17,4W
SES_31623,2024-08-13 19:21:00,2024-08-13 20:09:01,2.31,48.0,40.93,2W
SES_33844,2024-05-05 19:02:00,2024-05-05 20:02:09,2.77,60.2,42.83,2W
SES_39351,2024-09-07 12:52:00,2024-09-07 15:17:18,41.55,145.3,680.56,4W
SES_90730,2024-02-27 20:30:00,2024-02-27 21:16:28,6.38,46.5,106.73,3W
SES_62837,2024-09-03 23:42:00,2024-09-04 01:44:57,20.57,123.0,347.13,4W
SES_51255,2024-10-26 22:01:00,2024-10-26 23:42:31,51.04,101.5,766.27,4W
SES_83772,2024-09-15 07:44:00,2024-09-15 10:19:45,53.84,155.8,820.73,4W
SES_23472,2024-04-18 11:33:00,2024-04-18 14:12:48,31.49,159.8,497.98,4W
SES_26426,2024-10-18 18:56:00,2024-10-18 20:26:13,1.53,90.2,23.67,2W
SES_33748,2024-11-19 22:25:00,2024-11-20 00:23:34,1.54,118.6,26.52,2W
SES_98885,2024-05-22 14:11:00,2024-05-22 15:16:53,6.44,65.9,99.67,3W
SES_24353,2024-04-08 17:19:00,2024-04-08 18:21:57,9.79,63.0,150.88,3W
SES_64330,2024-08-04 21:23:00,2024-08-04 23:16:06,1.6,113.1,27.16,2W
SES_86271,2024-09-05 14:31:00,2024-09-05 15:03:33,1.62,32.6,25.86,2W
SES_21728,2024-02-24 10:56:00,2024-02-24 12:14:50,7.39,78.8,112.11,3W
SES_20115,2024-09-24 20:49:00,2024-09-24 21:41:16,8.05,52.3,134.29,3W
SES_57809,2024-07-20 22:25:00,2024-07-20 23:00:39,1.88,35.7,29.44,2W
SES_55227,2024-07-05 12:45:00,2024-07-05 13:28:46,3.22,43.8,50.92,2W
SES_98051,2024-09-13 02:50:00,2024-09-13 05:13:25,44.64,143.4,721.47,4W
SES_41070,2024-04-21 22:16:00,2024-04-21 23:20:11,9.51,64.2,156.64,3W
SES_80973,2024-08-18 20:14:00,2024-08-18 21:55:56,28.37,101.9,479.96,4W
SES_92632,2024-04-01 18:07:00,2024-04-01 19:36:24,3.31,89.4,55.02,2W
SES_39576,2024-08-24 10:41:00,2024-08-24 12:17:59,2.97,97.0,49.07,2W
SES_33204,2024-02-15 16:34:00,2024-02-15 18:25:23,2.18,111.4,38.59,2W
SES_71123,2024-03-07 06:54:00,2024-03-07 07:45:49,3.09,51.8,50.22,2W
SES_64996,2024-11-26 20:55:00,2024-11-26 22:11:32,5.47,76.5,97.05,3W
SES_81004,2024-05-29 08:17:00,2024-05-29 09:42:28,3.46,85.5,56.51,2W
SES_52223,2024-02-17 18:56:00,2024-02-17 19:54:02,8.22,58.0,145.46,3W
SES_67248,2024-09-13 07:52:00,2024-09-13 08:49:36,28.75,57.6,441.03,4W
SES_90426,2024-05-12 23:30:00,2024-05-13 00:55:31,2.62,85.5,41.43,2W
SES_24102,2024-08-10 15:41:00,2024-08-10 17:01:00,7.86,80.0,140.3,3W
SES_76224,2024-01-19 13:31:00,2024-01-19 14:40:21,3.41,69.4,57.63,2W
SES_50844,2024-03-06 17:18:00,2024-03-06 18:35:25,3.29,77.4,57.75,2W
SES_71179,2024-06-18 23:02:00,2024-06-19 01:44:49,31.4,162.8,564.8,4W
SES_69837,2024-05-26 18:45:00,2024-05-26 19:58:07,29.74,73.1,474.71,4W
SES_17208,2024-12-01 17:45:00,2024-12-01 19:48:35,53.16,123.6,805.76,4W
SES_19623,2024-09-24 07:28:00,2024-09-24 08:51:43,8.41,83.7,148.81,3W
SES_94579,2024-02-28 19:52:00,2024-02-28 20:28:47,1.95,36.8,34.56,2W
SES_44931,2024-01-16 08:27:00,2024-01-16 09:43:12,1.51,76.2,25.03,2W
SES_17676,2024-08-21 10:28:00,2024-08-21 11:53:10,59.9,85.2,961.25,4W
SES_27078,2024-08-26 15:30:00,2024-08-26 17:57:49,50.51,147.8,840.09,4W
SES_84636,2024-03-13 10:55:00,2024-03-13 12:16:56,8.31,81.9,126.0,3W
SES_64437,2024-11-29 20:20:00,2024-11-29 23:04:30,55.99,164.5,970.17,4W
SES_84742,2024-06-09 20:44:00,2024-06-09 21:59:04,6.87,75.1,118.66,3W
SES_15191,2024-08-27 03:29:00,2024-08-27 04:20:49,26.11,51.8,412.47,4W
SES_42657,2024-12-08 03:16:00,2024-12-08 03:58:27,7.63,42.5,132.11,3W
SES_15410,2024-01-15 17:42:00,2024-01-15 19:02:38,5.73,80.6,95.65,3W
SES_64664,2024-11-28 13:49:00,2024-11-28 15:41:01,36.64,112.0,642.0,4W
SES_24139,2024-06-25 22:24:00,2024-06-26 01:13:21,49.11,169.4,816.13,4W
SES_30716,2024-04-06 14:57:00,2024-04-06 16:17:03,1.72,80.1,27.48,2W
SES_14462,2024-02-04 12:10:00,2024-02-04 13:15:01,1.52,65.0,25.55,2W
SES_42503,2024-01-27 17:52:00,2024-01-27 19:23:36,3.47,91.6,61.59,2W
SES_37468,2024-05-05 22:52:00,2024-05-06 00:50:55,2.04,118.9,30.78,2W
SES_69116,2024-07-01 12:06:00,2024-07-01 13:25:08,2.78,79.1,42.88,2W
SES_40756,2024-09-20 15:15:00,2024-09-20 16:30:52,7.27,75.9,113.71,3W
SES_33252,2024-04-10 13:30:00,2024-04-10 14:14:23,2.95,44.4,52.88,2W
SES_91552,2024-06-30 20:36:00,2024-06-30 21:48:45,5.39,72.8,89.14,3W
SES_81770,2024-02-15 21:13:00,2024-02-15 23:12:16,55.61,119.3,847.49,4W
SES_73147,2024-02-03 17:55:00,2024-02-03 19:05:25,2.39,70.4,41.32,2W
SES_15608,2024-11-30 18:53:00,2024-11-30 20:16:16,8.82,83.3,134.03,3W
SES_60190,2024-04-20 01:27:00,2024-04-20 02:21:15,26.81,54.3,478.51,4W
SES_37597,2024-10-09 17:20:00,2024-10-09 18:42:55,6.03,82.9,95.41,3W
SES_91372,2024-02-08 18:19:00,2024-02-08 19:59:26,41.44,100.4,691.16,4W
SES_95747,2024-07-24 18:30:00,2024-07-24 20:11:13,2.75,101.2,42.57,2W
SES_64916,2024-04-16 17:51:00,2024-04-16 18:53:43,8.44,62.7,148.62,3W
SES_76959,2024-10-14 15:35:00,2024-10-14 17:01:45,9.29,86.8,149.65,3W
SES_34958,2024-06-05 10:24:00,2024-06-05 11:09:02,6.1,45.0,108.43,3W
SES_15976,2024-07-12 10:18:00,2024-07-12 12:26:40,32.14,128.7,566.22,4W
SES_86693,2024-04-12 14:47:00,2024-04-12 17:31:41,33.9,164.7,513.64,4W
SES_92265,2024-01-18 21:05:00,2024-01-18 22:30:41,1.61,85.7,25.18,2W
SES_10255,2024-10-25 16:49:00,2024-10-25 19:31:06,22.81,162.1,400.87,4W
SES_43368,2024-06-05 08:51:00,2024-06-05 10:24:21,3.31,93.4,58.61,2W
SES_83418,2024-09-15 22:22:00,2024-09-15 23:23:16,8.14,61.3,128.35,3W
SES_96425,2024-06-23 15:51:00,2024-06-23 17:16:36,9.64,85.6,162.02,3W
SES_16761,2024-04-29 16:56:00,2024-04-29 18:23:58,3.44,88.0,61.27,2W
SES_55614,2024-11-05 02:09:00,2024-11-05 03:32:24,2.12,83.4,36.63,2W
SES_46567,2024-01-22 22:30:00,2024-01-23 00:25:08,2.77,115.1,46.42,2W
SES_61996,2024-01-08 15:50:00,2024-01-08 16:27:19,3.32,37.3,57.09,2W
SES_70887,2024-03-23 12:23:00,2024-03-23 14:27:13,27.95,124.2,501.24,4W
SES_75116,2024-03-04 11:16:00,2024-03-04 13:10:41,3.29,114.7,58.54,2W
SES_17337,2024-05-03 21:47:00,2024-05-03 22:43:39,2.11,56.7,34.13,2W
SES_89706,2024-05-09 12:34:00,2024-05-09 15:04:51,56.64,150.9,1009.2,4W
SES_73421,2024-03-28 09:01:00,2024-03-28 10:52:34,3.35,111.6,50.22,2W
SES_53977,2024-09-01 12:27:00,2024-09-01 13:07:31,2.98,40.5,51.4,2W
SES_45867,2024-09-20 17:35:00,2024-09-20 18:37:11,6.49,62.2,97.57,3W
SES_58066,2024-12-30 06:01:00,2024-12-30 06:50:49,7.71,49.8,130.96,3W
SES_53332,2024-08-11 17:05:00,2024-08-11 18:20:31,3.27,75.5,56.97,2W
SES_37057,2024-01-12 16:11:00,2024-01-12 16:55:39,3.42,44.7,56.82,2W
SES_35150,2024-06-20 19:41:00,2024-06-20 20:51:17,9.31,70.3,146.77,3W
SES_37211,2024-03-11 13:57:00,2024-03-11 15:17:49,3.05,80.8,47.43,2W
SES_76441,2024-04-28 19:42:00,2024-04-28 20:30:21,33.31,48.4,554.95,4W
SES_24533,2024-02-29 03:22:00,2024-02-29 04:16:02,6.87,54.0,108.32,3W
SES_39603,2024-08-31 12:32:00,2024-08-31 14:09:33,3.33,97.6,52.03,2W
SES_22528,2024-02-13 12:21:00,2024-02-13 13:07:33,59.79,46.6,917.23,4W
SES_60011,2024-08-30 14:12:00,2024-08-30 15:14:55,21.38,62.9,346.72,4W
SES_64218,2024-08-12 23:57:00,2024-08-13 01:22:11,7.12,85.2,127.13,3W
SES_67368,2024-10-25 01:54:00,2024-10-25 03:44:49,1.83,110.8,29.7,2W
SES_81051,2024-02-08 22:33:00,2024-02-09 00:32:49,1.63,119.8,27.68,2W
SES_55858,2024-01-01 21:45:00,2024-01-01 23:44:58,2.73,120.0,45.52,2W
SES_90554,2024-01-30 16:03:00,2024-01-30 18:21:50,28.54,138.8,433.35,4W
SES_62202,2024-08-24 20:36:00,2024-08-24 22:00:27,2.51,84.5,39.6,2W
SES_86615,2024-04-22 19:09:00,2024-04-22 20:57:33,2.95,108.6,47.43,2W
SES_37060,2024-12-28 08:09:00,2024-12-28 10:12:06,48.2,123.1,728.66,4W
SES_70218,2024-08-01 16:13:00,2024-08-01 17:16:40,3.45,63.7,56.52,2W
SES_80230,2024-09-17 06:19:00,2024-09-17 07:52:52,2.47,93.9,37.68,2W
SES_73389,2024-02-20 13:21:00,2024-02-20 15:52:10,42.94,151.2,714.49,4W
SES_67475,2024-04-12 03:26:00,2024-04-12 05:24:55,46.89,118.9,760.49,4W
SES_84482,2024-09-21 16:01:00,2024-09-21 16:40:38,3.08,39.6,53.64,2W
SES_20533,2024-03-08 17:50:00,2024-03-08 18:38:16,5.27,48.3,82.1,3W
SES_87045,2024-09-06 14:16:00,2024-09-06 14:56:58,6.83,41.0,109.01,3W
SES_65802,2024-07-24 12:45:00,2024-07-24 14:52:44,21.27,127.7,368.22,4W
SES_91257,2024-02-03 20:11:00,2024-02-03 21:19:41,5.67,68.7,100.54,3W
SES_55885,2024-03-18 21:31:00,2024-03-18 23:43:27,21.46,132.5,367.35,4W
SES_16942,2024-06-13 08:08:00,2024-06-13 09:42:15,32.54,94.3,562.55,4W
SES_21937,2024-05-10 20:10:00,2024-05-10 21:02:57,6.95,53.0,123.44,3W
SES_51299,2024-06-02 19:01:00,2024-06-02 19:56:36,5.95,55.6,97.86,3W
SES_56132,2024-02-13 19:17:00,2024-02-13 21:14:05,2.05,117.1,30.91,2W
SES_96600,2024-09-16 17:58:00,2024-09-16 20:23:38,43.27,145.6,777.47,4W
SES_68947,2024-08-07 18:32:00,2024-08-07 19:25:56,6.14,53.9,106.64,3W
SES_32941,2024-09-01 11:58:00,2024-09-01 12:43:46,58.62,45.8,941.18,4W
SES_55574,2024-03-05 18:26:00,2024-03-05 19:41:06,7.29,75.1,114.24,3W
SES_71055,2024-12-23 12:27:00,2024-12-23 13:41:29,54.11,74.5,917.24,4W
SES_62175,2024-01-05 17:58:00,2024-01-05 20:48:18,36.22,170.3,575.5,4W
SES_23255,2024-11-13 07:12:00,2024-11-13 07:58:23,51.43,46.4,904.13,4W
SES_24709,2024-03-12 08:56:00,2024-03-12 10:13:27,1.73,77.5,30.68,2W
SES_78839,2024-05-18 09:14:00,2024-05-18 10:30:54,7.06,76.9,126.64,3W
SES_24990,2024-12-30 22:41:00,2024-12-31 00:04:43,55.51,83.7,979.73,4W
SES_14521,2024-11-25 22:55:00,2024-11-25 23:49:18,2.04,54.3,35.17,2W
SES_73587,2024-12-26 13:56:00,2024-12-26 15:41:13,3.22,105.2,50.44,2W
SES_12615,2024-08-14 07:46:00,2024-08-14 10:19:54,33.52,153.9,508.88,4W
