session_id,station_id,session_start,session_end,duration_minutes,energy_delivered_kwh,peak_power_kw,average_power_kw,total_cost_inr,cost_per_kwh,user_id,payment_method,charging_completed,connector_type,operator,city,state,session_type,vehicle_type,start_soc_percent,end_soc_percent,temperature_c,session_rating
SES00000374,REAL_0064,2025-10-04 07:26:28,2025-10-04 08:00:28,34,24.35,50.0,39.9,292.24,12.0,USER856370,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,25,94,24,1
SES00000375,REAL_0064,2025-07-21 05:29:28,2025-07-21 05:53:28,24,14.39,50.0,46.2,172.68,12.0,USER714766,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,40,76,27,5
SES00000376,REAL_0064,2025-09-02 10:30:28,2025-09-02 11:07:28,37,22.87,50.0,46.8,274.46,12.0,USER543254,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,33,87,23,4
SES00000377,REAL_0064,2025-07-29 00:14:28,2025-07-29 00:37:28,23,13.84,50.0,36.7,166.13,12.0,USER675558,Card,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,39,73,20,1
SES00000378,REAL_0064,2025-07-29 20:04:28,2025-07-29 20:42:28,38,21.96,50.0,35.8,263.52,12.0,USER244871,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,13,68,34,4
SES00000379,REAL_0064,2025-10-03 02:47:28,2025-10-03 03:19:28,32,17.69,50.0,39.7,212.28,12.0,USER639641,UPI,False,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,27,86,38,3
SES00000380,REAL_0064,2025-10-02 10:43:28,2025-10-02 11:15:28,32,23.52,50.0,35.6,282.29,12.0,USER436799,Cash,False,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,39,94,34,5
SES00000381,REAL_0064,2025-08-17 19:53:28,2025-08-17 20:10:28,17,10.44,50.0,44.6,125.25,12.0,USER140106,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,38,69,27,5
SES00000382,REAL_0064,2025-09-24 23:15:28,2025-09-24 23:46:28,31,20.93,50.0,45.3,251.18,12.0,USER867269,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,36,73,32,4
SES00000383,REAL_0064,2025-07-08 10:53:28,2025-07-08 11:20:28,27,17.28,50.0,38.9,207.38,12.0,USER487513,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,28,66,27,4
SES00000384,REAL_0064,2025-08-19 23:47:28,2025-08-20 00:14:28,27,16.09,50.0,41.2,193.11,12.0,USER680698,Wallet,False,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,24,91,39,5
SES00000385,REAL_0064,2025-08-18 05:24:28,2025-08-18 05:52:28,28,17.45,50.0,41.8,209.37,12.0,USER439796,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,14,74,23,5
SES00000386,REAL_0064,2025-07-14 08:18:28,2025-07-14 08:57:28,39,22.3,50.0,41.3,267.61,12.0,USER148698,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,11,72,31,2
SES00000387,REAL_0064,2025-09-25 19:50:28,2025-09-25 20:06:28,16,8.8,50.0,41.4,105.6,12.0,USER641482,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,36,67,32,5
SES00000388,REAL_0064,2025-07-12 21:53:28,2025-07-12 22:17:28,24,15.37,50.0,39.1,184.44,12.0,USER157115,Card,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,31,62,38,4
SES00000389,REAL_0064,2025-09-14 23:40:28,2025-09-15 00:11:28,31,19.4,50.0,40.3,232.76,12.0,USER324345,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,32,81,38,4
SES00000390,REAL_0064,2025-08-14 06:05:28,2025-08-14 06:21:28,16,11.2,50.0,44.9,134.45,12.0,USER636073,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,11,89,26,4
SES00000391,REAL_0064,2025-07-28 05:37:28,2025-07-28 06:03:28,26,14.3,50.0,36.6,171.59,12.0,USER272561,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,33,88,40,4
SES00000392,REAL_0064,2025-09-15 23:51:28,2025-09-16 00:27:28,36,20.6,50.0,44.2,247.21,12.0,USER802415,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,12,90,20,1
SES00000393,REAL_0064,2025-07-27 06:15:28,2025-07-27 06:38:28,23,16.63,50.0,38.7,199.54,12.0,USER385225,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,24,63,22,4
SES00000394,REAL_0064,2025-09-09 07:23:28,2025-09-09 08:07:28,44,25.71,50.0,45.6,308.5,12.0,USER970816,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,15,86,25,4
SES00000395,REAL_0064,2025-08-25 09:00:28,2025-08-25 09:36:28,36,23.07,50.0,39.4,276.82,12.0,USER291201,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,32,72,20,4
SES00000396,REAL_0064,2025-09-30 07:35:28,2025-09-30 07:57:28,22,15.96,50.0,43.9,191.55,12.0,USER360077,Card,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,34,67,40,3
SES00000397,REAL_0064,2025-07-26 05:35:28,2025-07-26 05:51:28,16,9.37,50.0,47.0,112.44,12.0,USER211430,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,Commercial,13,92,29,2
SES00000398,REAL_0064,2025-07-25 20:38:28,2025-07-25 20:55:28,17,9.58,50.0,45.2,114.9,12.0,USER568816,Card,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,18,88,29,5
SES00000399,REAL_0064,2025-09-08 11:50:28,2025-09-08 12:31:28,41,26.15,50.0,38.1,313.85,12.0,USER548211,Wallet,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,22,73,38,3
SES00000400,REAL_0064,2025-08-09 06:01:28,2025-08-09 06:43:28,42,24.97,50.0,45.0,299.67,12.0,USER583629,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,17,64,31,5
SES00000401,REAL_0064,2025-07-13 02:35:28,2025-07-13 03:05:28,30,22.2,50.0,36.1,266.39,12.0,USER308612,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,4-Wheeler,21,84,24,5
SES00000402,REAL_0064,2025-09-27 07:19:28,2025-09-27 08:02:28,43,29.84,50.0,38.5,358.03,12.0,USER335657,UPI,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,40,68,28,4
SES00000403,REAL_0064,2025-09-18 10:48:28,2025-09-18 11:06:28,18,13.24,50.0,47.4,158.86,12.0,USER826775,Cash,True,"CCS, CHAdeMO",TATA Power,Chennai,Tamil Nadu,DC Fast,2-Wheeler,24,65,28,5
SES00000404,REAL_0079,2025-09-07 11:58:28,2025-09-07 12:17:28,19,13.42,50.0,41.7,161.05,12.0,USER729874,UPI,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,21,77,32,3
SES00000405,REAL_0079,2025-08-08 21:36:28,2025-08-08 21:54:28,18,13.41,50.0,39.8,160.96,12.0,USER909638,Cash,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,18,65,32,5
SES00000406,REAL_0079,2025-07-08 20:08:28,2025-07-08 20:42:28,34,18.76,50.0,44.0,225.12,12.0,USER679271,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,29,73,22,5
SES00000407,REAL_0079,2025-08-08 07:39:28,2025-08-08 08:00:28,21,15.72,50.0,37.5,188.58,12.0,USER830160,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,26,82,37,5
SES00000408,REAL_0079,2025-09-24 23:39:28,2025-09-24 23:56:28,17,9.52,50.0,43.9,114.27,12.0,USER205147,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,16,91,21,5
SES00000409,REAL_0079,2025-09-06 00:20:28,2025-09-06 01:00:28,40,24.17,50.0,43.6,289.99,12.0,USER817224,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,29,79,38,4
SES00000410,REAL_0079,2025-09-18 06:15:28,2025-09-18 06:54:28,39,28.38,50.0,45.9,340.6,12.0,USER560870,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,29,81,31,5
SES00000411,REAL_0079,2025-09-05 01:08:28,2025-09-05 01:24:28,16,10.13,50.0,44.9,121.52,12.0,USER884506,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,37,64,28,4
SES00000412,REAL_0079,2025-07-14 21:35:28,2025-07-14 21:51:28,16,10.8,50.0,42.3,129.55,12.0,USER411823,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,19,75,35,5
SES00000413,REAL_0079,2025-09-17 07:14:28,2025-09-17 07:56:28,42,26.19,50.0,44.9,314.27,12.0,USER532780,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,36,73,34,4
SES00000414,REAL_0079,2025-10-03 02:42:28,2025-10-03 03:02:28,20,13.39,50.0,42.7,160.63,12.0,USER611247,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,32,72,31,2
SES00000415,REAL_0079,2025-09-18 23:47:28,2025-09-19 00:17:28,30,21.0,50.0,43.4,251.97,12.0,USER742736,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,16,65,40,5
SES00000416,REAL_0079,2025-09-25 22:00:28,2025-09-25 22:32:28,32,20.74,50.0,35.9,248.88,12.0,USER117322,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,14,86,31,5
SES00000417,REAL_0079,2025-08-22 02:10:28,2025-08-22 02:51:28,41,29.36,50.0,43.8,352.26,12.0,USER243428,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,22,66,28,5
SES00000418,REAL_0079,2025-08-15 07:00:28,2025-08-15 07:29:28,29,19.39,50.0,36.4,232.68,12.0,USER478027,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,21,91,20,5
SES00000419,REAL_0079,2025-07-22 22:30:28,2025-07-22 22:59:28,29,21.71,50.0,39.8,260.48,12.0,USER826952,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,23,67,33,4
SES00000420,REAL_0079,2025-08-24 07:03:28,2025-08-24 07:46:28,43,29.24,50.0,37.9,350.83,12.0,USER620622,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,20,64,27,5
SES00000421,REAL_0079,2025-07-23 01:59:28,2025-07-23 02:42:28,43,25.54,50.0,43.5,306.43,12.0,USER453710,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,24,83,23,1
SES00000422,REAL_0079,2025-08-20 02:48:28,2025-08-20 03:27:28,39,24.03,50.0,36.1,288.34,12.0,USER940360,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,20,90,27,2
SES00000423,REAL_0079,2025-08-23 03:47:28,2025-08-23 04:31:28,44,26.96,50.0,36.7,323.49,12.0,USER781796,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,25,72,36,5
SES00000424,REAL_0079,2025-09-05 08:05:28,2025-09-05 08:43:28,38,21.6,50.0,39.3,259.26,12.0,USER791910,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,40,68,21,2
SES00000425,REAL_0079,2025-08-26 11:02:28,2025-08-26 11:18:28,16,10.78,50.0,42.8,129.3,12.0,USER323914,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,28,60,24,4
SES00000426,REAL_0079,2025-08-12 03:55:28,2025-08-12 04:37:28,42,23.28,50.0,42.1,279.4,12.0,USER419831,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,20,87,34,3
SES00000427,REAL_0079,2025-07-09 05:12:28,2025-07-09 05:34:28,22,15.34,50.0,46.5,184.12,12.0,USER546484,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,10,64,20,5
SES00000428,REAL_0079,2025-07-21 09:11:28,2025-07-21 09:34:28,23,14.54,50.0,41.4,174.54,12.0,USER893839,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,10,88,40,5
SES00000429,REAL_0079,2025-09-26 06:28:28,2025-09-26 07:10:28,42,27.06,50.0,45.4,324.7,12.0,USER376794,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,18,63,35,1
SES00000430,REAL_0079,2025-07-10 10:10:28,2025-07-10 10:43:28,33,22.71,50.0,42.0,272.54,12.0,USER788858,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,39,66,35,4
SES00000431,REAL_0079,2025-09-03 09:59:28,2025-09-03 10:42:28,43,28.45,50.0,41.6,341.45,12.0,USER872829,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,39,78,35,5
SES00000432,REAL_0079,2025-08-31 06:05:28,2025-08-31 06:31:28,26,18.47,50.0,35.4,221.67,12.0,USER209784,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,19,72,24,3
SES00000433,REAL_0079,2025-09-03 08:02:28,2025-09-03 08:32:28,30,22.33,50.0,41.4,267.97,12.0,USER578081,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,21,94,38,4
SES00000434,REAL_0079,2025-09-18 10:58:28,2025-09-18 11:22:28,24,17.05,50.0,38.7,204.54,12.0,USER442624,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,32,71,25,5
SES00000435,REAL_0079,2025-09-12 22:39:28,2025-09-12 23:18:28,39,25.08,50.0,36.9,300.92,12.0,USER320417,Wallet,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,33,62,38,4
SES00000436,REAL_0079,2025-07-12 10:02:28,2025-07-12 10:27:28,25,15.7,50.0,38.2,188.4,12.0,USER759821,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,40,65,29,4
SES00000437,REAL_0079,2025-08-20 19:24:28,2025-08-20 19:59:28,35,22.74,50.0,37.8,272.84,12.0,USER818894,Card,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,19,63,35,2
SES00000438,REAL_0079,2025-08-15 03:02:28,2025-08-15 03:35:28,33,19.62,50.0,36.8,235.43,12.0,USER390049,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,12,73,39,5
SES00000439,REAL_0079,2025-08-12 01:26:28,2025-08-12 01:51:28,25,13.73,50.0,45.1,164.74,12.0,USER118989,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,14,62,37,4
SES00000440,REAL_0079,2025-09-29 08:20:28,2025-09-29 08:52:28,32,20.72,50.0,38.8,248.69,12.0,USER110334,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,15,63,37,3
SES00000441,REAL_0079,2025-08-26 10:15:28,2025-08-26 10:52:28,37,23.05,50.0,36.1,276.55,12.0,USER434341,Cash,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,36,89,29,4
SES00000442,REAL_0079,2025-08-07 06:13:28,2025-08-07 06:34:28,21,11.38,50.0,41.6,136.54,12.0,USER224914,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,12,85,40,3
SES00000443,REAL_0079,2025-08-19 19:12:28,2025-08-19 19:44:28,32,19.25,50.0,46.5,230.97,12.0,USER260755,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,37,82,39,5
SES00000444,REAL_0079,2025-10-03 09:28:28,2025-10-03 09:59:28,31,17.04,50.0,40.8,204.5,12.0,USER612618,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,15,90,22,1
SES00000445,REAL_0079,2025-08-20 11:39:28,2025-08-20 12:20:28,41,26.19,50.0,39.7,314.28,12.0,USER765869,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,32,73,22,4
SES00000446,REAL_0079,2025-07-13 11:34:28,2025-07-13 12:17:28,43,31.03,50.0,41.3,372.35,12.0,USER608366,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,34,83,33,5
SES00000447,REAL_0079,2025-09-03 05:46:28,2025-09-03 06:15:28,29,21.46,50.0,38.3,257.49,12.0,USER210264,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,22,64,39,4
SES00000448,REAL_0079,2025-09-13 11:42:28,2025-09-13 12:27:28,45,28.72,50.0,35.0,344.63,12.0,USER237715,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,11,78,40,4
SES00000449,REAL_0079,2025-08-02 04:49:28,2025-08-02 05:31:28,42,30.93,50.0,42.7,371.1,12.0,USER853495,UPI,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,11,78,32,3
SES00000450,REAL_0079,2025-08-04 05:05:28,2025-08-04 05:46:28,41,23.27,50.0,43.6,279.22,12.0,USER671734,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,33,86,30,2
SES00000451,REAL_0079,2025-09-30 01:02:28,2025-09-30 01:41:28,39,26.42,50.0,35.8,316.98,12.0,USER630863,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,39,95,38,4
SES00000452,REAL_0079,2025-09-16 01:34:28,2025-09-16 01:50:28,16,9.51,50.0,41.9,114.13,12.0,USER728836,Card,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,39,79,23,4
SES00000453,REAL_0079,2025-07-26 06:58:28,2025-07-26 07:26:28,28,16.01,50.0,38.2,192.17,12.0,USER360799,Card,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,13,76,21,5
SES00000454,REAL_0079,2025-09-24 00:09:28,2025-09-24 00:32:28,23,13.56,50.0,38.5,162.67,12.0,USER944714,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,13,71,39,4
SES00000455,REAL_0079,2025-09-16 05:01:28,2025-09-16 05:44:28,43,27.24,50.0,38.1,326.88,12.0,USER869100,Card,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,20,65,24,3
SES00000456,REAL_0079,2025-09-11 05:34:28,2025-09-11 06:04:28,30,19.57,50.0,46.3,234.81,12.0,USER419367,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,37,80,36,4
SES00000457,REAL_0079,2025-09-16 06:01:28,2025-09-16 06:28:28,27,16.97,50.0,46.4,203.62,12.0,USER395121,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,20,74,36,5
SES00000458,REAL_0079,2025-08-08 21:22:28,2025-08-08 21:52:28,30,17.95,50.0,37.8,215.41,12.0,USER225671,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,20,61,28,4
SES00000459,REAL_0079,2025-07-08 19:12:28,2025-07-08 19:47:28,35,22.26,50.0,36.8,267.16,12.0,USER860786,Cash,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,26,66,32,4
SES00000460,REAL_0079,2025-09-08 09:44:28,2025-09-08 10:05:28,21,12.48,50.0,42.3,149.82,12.0,USER955544,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,30,90,31,5
SES00000461,REAL_0079,2025-08-22 19:51:28,2025-08-22 20:12:28,21,14.57,50.0,44.6,174.88,12.0,USER604720,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,40,95,26,4
SES00000462,REAL_0079,2025-09-14 23:04:28,2025-09-14 23:42:28,38,21.69,50.0,47.2,260.23,12.0,USER631862,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,27,93,30,5
SES00000463,REAL_0079,2025-09-22 23:05:28,2025-09-22 23:26:28,21,15.32,50.0,37.1,183.89,12.0,USER409449,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,40,92,35,4
SES00000464,REAL_0079,2025-07-14 07:38:28,2025-07-14 07:57:28,19,13.94,50.0,40.3,167.32,12.0,USER351053,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,40,84,22,5
SES00000465,REAL_0079,2025-07-11 11:38:28,2025-07-11 12:14:28,36,24.67,50.0,38.1,296.1,12.0,USER316564,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,36,83,40,5
SES00000466,REAL_0079,2025-09-21 05:25:28,2025-09-21 05:46:28,21,14.07,50.0,35.4,168.81,12.0,USER563732,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,15,94,30,5
SES00000467,REAL_0079,2025-09-23 06:47:28,2025-09-23 07:25:28,38,26.6,50.0,47.0,319.19,12.0,USER567737,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,33,92,23,4
SES00000468,REAL_0079,2025-08-25 06:51:28,2025-08-25 07:26:28,35,25.34,50.0,42.5,304.1,12.0,USER451919,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,17,79,39,2
SES00000469,REAL_0079,2025-08-16 04:50:28,2025-08-16 05:18:28,28,18.94,50.0,36.2,227.34,12.0,USER891622,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,19,64,22,4
SES00000470,REAL_0079,2025-09-12 19:20:28,2025-09-12 19:36:28,16,10.22,50.0,45.5,122.7,12.0,USER855765,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,18,82,29,2
SES00000471,REAL_0079,2025-08-31 03:00:28,2025-08-31 03:32:28,32,22.36,50.0,35.4,268.29,12.0,USER905477,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,30,92,35,3
SES00000472,REAL_0079,2025-08-02 07:32:28,2025-08-02 08:01:28,29,17.73,50.0,40.1,212.71,12.0,USER712340,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,20,85,27,5
SES00000473,REAL_0079,2025-07-22 08:14:28,2025-07-22 08:40:28,26,18.86,50.0,35.3,226.32,12.0,USER571369,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,33,85,35,2
SES00000474,REAL_0079,2025-07-08 03:19:28,2025-07-08 03:54:28,35,26.08,50.0,39.6,312.93,12.0,USER552265,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,34,86,27,4
SES00000475,REAL_0079,2025-07-08 03:08:28,2025-07-08 03:28:28,20,13.71,50.0,38.8,164.48,12.0,USER281195,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,25,73,31,4
SES00000476,REAL_0079,2025-08-17 03:59:28,2025-08-17 04:23:28,24,17.86,50.0,43.3,214.33,12.0,USER241427,Cash,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,15,71,35,5
SES00000477,REAL_0079,2025-08-18 02:24:28,2025-08-18 02:54:28,30,16.46,50.0,38.0,197.57,12.0,USER493832,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,28,65,20,4
SES00000478,REAL_0079,2025-09-16 02:38:28,2025-09-16 02:54:28,16,9.1,50.0,37.4,109.17,12.0,USER236105,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,25,89,24,5
SES00000479,REAL_0079,2025-09-26 07:17:28,2025-09-26 07:40:28,23,13.64,50.0,38.7,163.63,12.0,USER633324,Card,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,27,78,24,3
SES00000480,REAL_0079,2025-09-28 20:00:28,2025-09-28 20:30:28,30,17.44,50.0,43.1,209.28,12.0,USER119730,UPI,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,35,73,39,2
SES00000481,REAL_0079,2025-08-11 06:09:28,2025-08-11 06:28:28,19,13.86,50.0,44.8,166.29,12.0,USER532597,UPI,False,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,Commercial,38,89,23,5
SES00000482,REAL_0079,2025-09-26 10:38:28,2025-09-26 11:01:28,23,14.69,50.0,39.3,176.29,12.0,USER612261,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,35,90,32,5
SES00000483,REAL_0079,2025-08-02 01:57:28,2025-08-02 02:27:28,30,17.94,50.0,45.3,215.3,12.0,USER461332,Wallet,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,2-Wheeler,21,93,33,4
SES00000484,REAL_0079,2025-07-06 21:06:28,2025-07-06 21:35:28,29,18.91,50.0,46.9,226.88,12.0,USER233368,Cash,True,"CCS, CHAdeMO",TATA Power,Hyderabad,Telangana,DC Fast,4-Wheeler,34,79,29,2
