date,state,vehicle_category,ev_sales_count,year,month,quarter,half_year,is_festival_season,year_month,months_since_start,national_share_pct,yoy_growth_pct,ev_sales_count_lag_1,ev_sales_count_lag_2,ev_sales_count_lag_3,ev_sales_count_lag_6,ev_sales_count_lag_12,ev_sales_count_rolling_3,ev_sales_count_rolling_6
2022-11-01,Gujarat,3W,257,2022,11,4,1,1,2022-11,10,0.19,-71.41,899.0,162.0,324.0,267.0,111.0,439.3333333333333,485.3333333333333
2022-11-01,Gujarat,4W,128,2022,11,4,1,1,2022-11,10,0.1,-50.19,257.0,899.0,162.0,133.0,55.0,428.0,484.5
2022-12-01,Gujarat,2W,446,2022,12,4,1,1,2022-12,11,0.33,248.44,128.0,257.0,899.0,1137.0,722.0,277.0,369.3333333333333
2022-12-01,Gujarat,3W,127,2022,12,4,1,1,2022-12,11,0.1,-71.52,446.0,128.0,257.0,324.0,206.0,233.66666666666666,336.5
2022-12-01,Gujarat,4W,63,2022,12,4,1,1,2022-12,11,0.05,-50.39,127.0,446.0,128.0,162.0,103.0,212.0,320.0
2023-01-01,Gujarat,2W,1336,2023,1,1,2,0,2023-01,12,0.67,2020.63,63.0,127.0,446.0,899.0,935.0,508.6666666666667,392.8333333333333
2023-01-01,Gujarat,3W,381,2023,1,1,2,0,2023-01,12,0.19,-71.48,1336.0,63.0,127.0,257.0,267.0,593.3333333333334,413.5
2023-01-01,Gujarat,4W,190,2023,1,1,2,0,2023-01,12,0.1,-50.13,381.0,1336.0,63.0,128.0,133.0,635.6666666666666,423.8333333333333
2023-02-01,Gujarat,2W,1161,2023,2,1,2,0,2023-02,13,0.58,511.05,190.0,381.0,1336.0,446.0,1137.0,577.3333333333334,543.0
2023-02-01,Gujarat,3W,331,2023,2,1,2,0,2023-02,13,0.17,-71.49,1161.0,190.0,381.0,127.0,324.0,560.6666666666666,577.0
2023-02-01,Gujarat,4W,165,2023,2,1,2,0,2023-02,13,0.08,-50.15,331.0,1161.0,190.0,63.0,162.0,552.3333333333334,594.0
2023-03-01,Gujarat,2W,1157,2023,3,1,2,0,2023-03,14,0.58,601.21,165.0,331.0,1161.0,1336.0,899.0,551.0,564.1666666666666
2023-03-01,Gujarat,3W,330,2023,3,1,2,0,2023-03,14,0.17,-71.48,1157.0,165.0,331.0,381.0,257.0,550.6666666666666,555.6666666666666
2023-03-01,Gujarat,4W,165,2023,3,1,2,0,2023-03,14,0.08,-50.0,330.0,1157.0,165.0,190.0,128.0,550.6666666666666,551.5
2023-04-01,Gujarat,2W,1705,2023,4,2,2,0,2023-04,15,0.86,933.33,165.0,330.0,1157.0,1161.0,446.0,733.3333333333334,642.1666666666666
2023-04-01,Gujarat,3W,487,2023,4,2,2,0,2023-04,15,0.25,-71.44,1705.0,165.0,330.0,331.0,127.0,785.6666666666666,668.1666666666666
2023-04-01,Gujarat,4W,243,2023,4,2,2,0,2023-04,15,0.12,-50.1,487.0,1705.0,165.0,165.0,63.0,811.6666666666666,681.1666666666666
2023-05-01,Gujarat,2W,1314,2023,5,2,2,0,2023-05,16,0.66,440.74,243.0,487.0,1705.0,1157.0,1336.0,681.3333333333334,707.3333333333334
2023-05-01,Gujarat,3W,375,2023,5,2,2,0,2023-05,16,0.19,-71.46,1314.0,243.0,487.0,330.0,381.0,644.0,714.8333333333334
2023-05-01,Gujarat,4W,187,2023,5,2,2,0,2023-05,16,0.09,-50.13,375.0,1314.0,243.0,165.0,190.0,625.3333333333334,718.5
2023-06-01,Gujarat,2W,1045,2023,6,2,2,0,2023-06,17,0.53,458.82,187.0,375.0,1314.0,1705.0,1161.0,535.6666666666666,608.5
2023-06-01,Gujarat,3W,298,2023,6,2,2,0,2023-06,17,0.15,-71.48,1045.0,187.0,375.0,487.0,331.0,510.0,577.0
2023-06-01,Gujarat,4W,149,2023,6,2,2,0,2023-06,17,0.07,-50.0,298.0,1045.0,187.0,243.0,165.0,497.3333333333333,561.3333333333334
2023-07-01,Gujarat,2W,1540,2023,7,3,1,0,2023-07,18,0.77,933.56,149.0,298.0,1045.0,1314.0,1157.0,662.3333333333334,599.0
2023-07-01,Gujarat,3W,440,2023,7,3,1,0,2023-07,18,0.22,-71.43,1540.0,149.0,298.0,375.0,330.0,709.6666666666666,609.8333333333334
2023-07-01,Gujarat,4W,220,2023,7,3,1,0,2023-07,18,0.11,-50.0,440.0,1540.0,149.0,187.0,165.0,733.3333333333334,615.3333333333334
2023-08-01,Gujarat,2W,1099,2023,8,3,1,0,2023-08,19,0.55,399.55,220.0,440.0,1540.0,1045.0,1705.0,586.3333333333334,624.3333333333334
2023-08-01,Gujarat,3W,314,2023,8,3,1,0,2023-08,19,0.16,-71.43,1099.0,220.0,440.0,298.0,487.0,544.3333333333334,627.0
2023-08-01,Gujarat,4W,157,2023,8,3,1,0,2023-08,19,0.08,-50.0,314.0,1099.0,220.0,149.0,243.0,523.3333333333334,628.3333333333334
2023-09-01,Gujarat,2W,1479,2023,9,3,1,0,2023-09,20,0.74,842.04,157.0,314.0,1099.0,1540.0,1314.0,650.0,618.1666666666666
2023-09-01,Gujarat,3W,422,2023,9,3,1,0,2023-09,20,0.21,-71.47,1479.0,157.0,314.0,440.0,375.0,686.0,615.1666666666666
2023-09-01,Gujarat,4W,211,2023,9,3,1,0,2023-09,20,0.11,-50.0,422.0,1479.0,157.0,220.0,187.0,704.0,613.6666666666666
2023-10-01,Gujarat,2W,834,2023,10,4,1,1,2023-10,21,0.42,295.26,211.0,422.0,1479.0,1099.0,1045.0,489.0,569.5
2023-10-01,Gujarat,3W,238,2023,10,4,1,1,2023-10,21,0.12,-71.46,834.0,211.0,422.0,314.0,298.0,427.6666666666667,556.8333333333334
2023-10-01,Gujarat,4W,119,2023,10,4,1,1,2023-10,21,0.06,-50.0,238.0,834.0,211.0,157.0,149.0,397.0,550.5
2023-11-01,Gujarat,2W,817,2023,11,4,1,1,2023-11,22,0.41,586.55,119.0,238.0,834.0,1479.0,1540.0,391.3333333333333,440.1666666666667
2023-11-01,Gujarat,3W,233,2023,11,4,1,1,2023-11,22,0.12,-71.48,817.0,119.0,238.0,422.0,440.0,389.6666666666667,408.6666666666667
2023-11-01,Gujarat,4W,116,2023,11,4,1,1,2023-11,22,0.06,-50.21,233.0,817.0,119.0,211.0,220.0,388.6666666666667,392.8333333333333
2023-12-01,Gujarat,2W,1470,2023,12,4,1,1,2023-12,23,0.74,1167.24,116.0,233.0,817.0,834.0,1099.0,606.3333333333334,498.8333333333333
2023-12-01,Gujarat,3W,420,2023,12,4,1,1,2023-12,23,0.21,-71.43,1470.0,116.0,233.0,238.0,314.0,668.6666666666666,529.1666666666666
2023-12-01,Gujarat,4W,210,2023,12,4,1,1,2023-12,23,0.11,-50.0,420.0,1470.0,116.0,119.0,157.0,700.0,544.3333333333334
2024-01-01,Gujarat,2W,1633,2024,1,1,2,0,2024-01,24,0.54,677.62,210.0,420.0,1470.0,817.0,1479.0,754.3333333333334,680.3333333333334
2024-01-01,Gujarat,3W,466,2024,1,1,2,0,2024-01,24,0.15,-71.46,1633.0,210.0,420.0,233.0,422.0,769.6666666666666,719.1666666666666
2024-01-01,Gujarat,4W,233,2024,1,1,2,0,2024-01,24,0.08,-50.0,466.0,1633.0,210.0,116.0,211.0,777.3333333333334,738.6666666666666
2024-02-01,Gujarat,2W,1857,2024,2,1,2,0,2024-02,25,0.62,697.0,233.0,466.0,1633.0,1470.0,834.0,852.0,803.1666666666666
2024-02-01,Gujarat,3W,530,2024,2,1,2,0,2024-02,25,0.18,-71.46,1857.0,233.0,466.0,420.0,238.0,873.3333333333334,821.5
2024-02-01,Gujarat,4W,265,2024,2,1,2,0,2024-02,25,0.09,-50.0,530.0,1857.0,233.0,210.0,119.0,884.0,830.6666666666666
2024-03-01,Gujarat,2W,1616,2024,3,1,2,0,2024-03,26,0.54,509.81,265.0,530.0,1857.0,1633.0,817.0,803.6666666666666,827.8333333333334
2024-03-01,Gujarat,3W,461,2024,3,1,2,0,2024-03,26,0.15,-71.47,1616.0,265.0,530.0,466.0,233.0,780.6666666666666,827.0
2024-03-01,Gujarat,4W,230,2024,3,1,2,0,2024-03,26,0.08,-50.11,461.0,1616.0,265.0,233.0,116.0,769.0,826.5
2024-04-01,Gujarat,2W,1432,2024,4,2,2,0,2024-04,27,0.48,522.61,230.0,461.0,1616.0,1857.0,1470.0,707.6666666666666,755.6666666666666
2024-04-01,Gujarat,3W,409,2024,4,2,2,0,2024-04,27,0.14,-71.44,1432.0,230.0,461.0,530.0,420.0,690.3333333333334,735.5
2024-04-01,Gujarat,4W,204,2024,4,2,2,0,2024-04,27,0.07,-50.12,409.0,1432.0,230.0,265.0,210.0,681.6666666666666,725.3333333333334
2024-05-01,Gujarat,2W,2077,2024,5,2,2,0,2024-05,28,0.69,918.14,204.0,409.0,1432.0,1616.0,1633.0,896.6666666666666,802.1666666666666
2024-05-01,Gujarat,3W,593,2024,5,2,2,0,2024-05,28,0.2,-71.45,2077.0,204.0,409.0,461.0,466.0,958.0,824.1666666666666
2024-05-01,Gujarat,4W,296,2024,5,2,2,0,2024-05,28,0.1,-50.08,593.0,2077.0,204.0,230.0,233.0,988.6666666666666,835.1666666666666
2024-06-01,Gujarat,2W,965,2024,6,2,2,0,2024-06,29,0.32,226.01,296.0,593.0,2077.0,1432.0,1857.0,618.0,757.3333333333334
2024-06-01,Gujarat,3W,275,2024,6,2,2,0,2024-06,29,0.09,-71.5,965.0,296.0,593.0,409.0,530.0,512.0,735.0
2024-06-01,Gujarat,4W,137,2024,6,2,2,0,2024-06,29,0.05,-50.18,275.0,965.0,296.0,204.0,265.0,459.0,723.8333333333334
2024-07-01,Gujarat,2W,1046,2024,7,3,1,0,2024-07,30,0.35,663.5,137.0,275.0,965.0,2077.0,1616.0,486.0,552.0
2024-07-01,Gujarat,3W,298,2024,7,3,1,0,2024-07,30,0.1,-71.51,1046.0,137.0,275.0,593.0,461.0,493.6666666666667,502.8333333333333
2024-07-01,Gujarat,4W,149,2024,7,3,1,0,2024-07,30,0.05,-50.0,298.0,1046.0,137.0,296.0,230.0,497.6666666666667,478.3333333333333
2024-08-01,Gujarat,2W,2425,2024,8,3,1,0,2024-08,31,0.81,1527.52,149.0,298.0,1046.0,965.0,1432.0,957.3333333333334,721.6666666666666
2024-08-01,Gujarat,3W,693,2024,8,3,1,0,2024-08,31,0.23,-71.42,2425.0,149.0,298.0,275.0,409.0,1089.0,791.3333333333334
2024-08-01,Gujarat,4W,346,2024,8,3,1,0,2024-08,31,0.11,-50.07,693.0,2425.0,149.0,137.0,204.0,1154.6666666666667,826.1666666666666
2024-09-01,Gujarat,2W,2233,2024,9,3,1,0,2024-09,32,0.74,545.38,346.0,693.0,2425.0,1046.0,2077.0,1090.6666666666667,1024.0
2024-09-01,Gujarat,3W,638,2024,9,3,1,0,2024-09,32,0.21,-71.43,2233.0,346.0,693.0,298.0,593.0,1072.3333333333333,1080.6666666666667
2024-09-01,Gujarat,4W,319,2024,9,3,1,0,2024-09,32,0.11,-50.0,638.0,2233.0,346.0,149.0,296.0,1063.3333333333333,1109.0
2024-10-01,Gujarat,2W,2403,2024,10,4,1,1,2024-10,33,0.8,653.29,319.0,638.0,2233.0,2425.0,965.0,1120.0,1105.3333333333333
2024-10-01,Gujarat,3W,686,2024,10,4,1,1,2024-10,33,0.23,-71.45,2403.0,319.0,638.0,693.0,275.0,1136.0,1104.1666666666667
2024-10-01,Gujarat,4W,343,2024,10,4,1,1,2024-10,33,0.11,-50.0,686.0,2403.0,319.0,346.0,137.0,1144.0,1103.6666666666667
2024-11-01,Gujarat,2W,1634,2024,11,4,1,1,2024-11,34,0.54,376.38,343.0,686.0,2403.0,2233.0,1046.0,887.6666666666666,1003.8333333333334
2024-11-01,Gujarat,3W,466,2024,11,4,1,1,2024-11,34,0.15,-71.48,1634.0,343.0,686.0,638.0,298.0,814.3333333333334,975.1666666666666
2024-11-01,Gujarat,4W,233,2024,11,4,1,1,2024-11,34,0.08,-50.0,466.0,1634.0,343.0,319.0,149.0,777.6666666666666,960.8333333333334
2024-12-01,Gujarat,2W,1141,2024,12,4,1,1,2024-12,35,0.38,389.7,233.0,466.0,1634.0,2403.0,2425.0,613.3333333333334,750.5
2024-12-01,Gujarat,3W,326,2024,12,4,1,1,2024-12,35,0.11,-71.43,1141.0,233.0,466.0,686.0,693.0,566.6666666666666,690.5
2024-12-01,Gujarat,4W,163,2024,12,4,1,1,2024-12,35,0.05,-50.0,326.0,1141.0,233.0,343.0,346.0,543.3333333333334,660.5
2025-01-01,Gujarat,2W,3069,2025,1,1,2,0,2025-01,36,0.68,1782.82,163.0,326.0,1141.0,1634.0,2233.0,1186.0,899.6666666666666
2025-01-01,Gujarat,3W,876,2025,1,1,2,0,2025-01,36,0.19,-71.46,3069.0,163.0,326.0,466.0,638.0,1369.3333333333333,968.0
2025-01-01,Gujarat,4W,438,2025,1,1,2,0,2025-01,36,0.1,-50.0,876.0,3069.0,163.0,233.0,319.0,1461.0,1002.1666666666666
2025-02-01,Gujarat,2W,3708,2025,2,1,2,0,2025-02,37,0.82,746.58,438.0,876.0,3069.0,1141.0,2403.0,1674.0,1430.0
2025-02-01,Gujarat,3W,1059,2025,2,1,2,0,2025-02,37,0.23,-71.44,3708.0,438.0,876.0,326.0,686.0,1735.0,1552.1666666666667
2025-02-01,Gujarat,4W,529,2025,2,1,2,0,2025-02,37,0.12,-50.05,1059.0,3708.0,438.0,163.0,343.0,1765.3333333333333,1613.1666666666667
2025-03-01,Gujarat,2W,3427,2025,3,1,2,0,2025-03,38,0.76,547.83,529.0,1059.0,3708.0,3069.0,1634.0,1671.6666666666667,1672.8333333333333
2025-03-01,Gujarat,3W,979,2025,3,1,2,0,2025-03,38,0.22,-71.43,3427.0,529.0,1059.0,876.0,466.0,1645.0,1690.0
2025-03-01,Gujarat,4W,489,2025,3,1,2,0,2025-03,38,0.11,-50.05,979.0,3427.0,529.0,438.0,233.0,1631.6666666666667,1698.5
2025-04-01,Gujarat,2W,2985,2025,4,2,2,0,2025-04,39,0.66,510.43,489.0,979.0,3427.0,3708.0,1141.0,1484.3333333333333,1578.0
2025-04-01,Gujarat,3W,853,2025,4,2,2,0,2025-04,39,0.19,-71.42,2985.0,489.0,979.0,1059.0,326.0,1442.3333333333333,1543.6666666666667
2025-04-01,Gujarat,4W,426,2025,4,2,2,0,2025-04,39,0.09,-50.06,853.0,2985.0,489.0,529.0,163.0,1421.3333333333333,1526.5
2025-05-01,Gujarat,2W,2133,2025,5,2,2,0,2025-05,40,0.47,400.7,426.0,853.0,2985.0,3427.0,3069.0,1137.3333333333333,1310.8333333333333
2025-05-01,Gujarat,3W,609,2025,5,2,2,0,2025-05,40,0.13,-71.45,2133.0,426.0,853.0,979.0,876.0,1056.0,1249.1666666666667
2025-05-01,Gujarat,4W,304,2025,5,2,2,0,2025-05,40,0.07,-50.08,609.0,2133.0,426.0,489.0,438.0,1015.3333333333334,1218.3333333333333
2025-06-01,Gujarat,2W,2292,2025,6,2,2,0,2025-06,41,0.51,653.95,304.0,609.0,2133.0,2985.0,3708.0,1068.3333333333333,1102.8333333333333
2025-06-01,Gujarat,3W,654,2025,6,2,2,0,2025-06,41,0.14,-71.47,2292.0,304.0,609.0,853.0,1059.0,1083.3333333333333,1069.6666666666667
2025-06-01,Gujarat,4W,327,2025,6,2,2,0,2025-06,41,0.07,-50.0,654.0,2292.0,304.0,426.0,529.0,1091.0,1053.1666666666667
2025-07-01,Gujarat,2W,3451,2025,7,3,1,0,2025-07,42,0.76,955.35,327.0,654.0,2292.0,2133.0,3427.0,1477.3333333333333,1272.8333333333333
2025-07-01,Gujarat,3W,986,2025,7,3,1,0,2025-07,42,0.22,-71.43,3451.0,327.0,654.0,609.0,979.0,1588.0,1335.6666666666667
2025-07-01,Gujarat,4W,493,2025,7,3,1,0,2025-07,42,0.11,-50.0,986.0,3451.0,327.0,304.0,489.0,1643.3333333333333,1367.1666666666667
2025-08-01,Gujarat,2W,2377,2025,8,3,1,0,2025-08,43,0.52,382.15,493.0,986.0,3451.0,2292.0,2985.0,1285.3333333333333,1381.3333333333333
2025-08-01,Gujarat,3W,679,2025,8,3,1,0,2025-08,43,0.15,-71.43,2377.0,493.0,986.0,654.0,853.0,1183.0,1385.5
2025-08-01,Gujarat,4W,339,2025,8,3,1,0,2025-08,43,0.07,-50.07,679.0,2377.0,493.0,327.0,426.0,1131.6666666666667,1387.5
2025-09-01,Gujarat,2W,2008,2025,9,3,1,0,2025-09,44,0.44,492.33,339.0,679.0,2377.0,3451.0,2133.0,1008.6666666666666,1147.0
2025-09-01,Gujarat,3W,573,2025,9,3,1,0,2025-09,44,0.13,-71.46,2008.0,339.0,679.0,986.0,609.0,973.3333333333334,1078.1666666666667
2025-09-01,Gujarat,4W,286,2025,9,3,1,0,2025-09,44,0.06,-50.09,573.0,2008.0,339.0,493.0,304.0,955.6666666666666,1043.6666666666667
2025-10-01,Gujarat,2W,4238,2025,10,4,1,1,2025-10,45,0.94,1381.82,286.0,573.0,2008.0,2377.0,2292.0,1699.0,1353.8333333333333
2025-10-01,Gujarat,3W,1210,2025,10,4,1,1,2025-10,45,0.27,-71.45,4238.0,286.0,573.0,679.0,654.0,1911.3333333333333,1442.3333333333333
2025-10-01,Gujarat,4W,605,2025,10,4,1,1,2025-10,45,0.13,-50.0,1210.0,4238.0,286.0,339.0,327.0,2017.6666666666667,1486.6666666666667
2025-11-01,Gujarat,2W,4019,2025,11,4,1,1,2025-11,46,0.89,564.3,605.0,1210.0,4238.0,2008.0,3451.0,1944.6666666666667,1821.8333333333333
2025-11-01,Gujarat,3W,1148,2025,11,4,1,1,2025-11,46,0.25,-71.44,4019.0,605.0,1210.0,573.0,986.0,1924.0,1917.6666666666667
2025-11-01,Gujarat,4W,574,2025,11,4,1,1,2025-11,46,0.13,-50.0,1148.0,4019.0,605.0,286.0,493.0,1913.6666666666667,1965.6666666666667
2025-12-01,Gujarat,2W,2463,2025,12,4,1,1,2025-12,47,0.54,329.09,574.0,1148.0,4019.0,4238.0,2377.0,1395.0,1669.8333333333333
2025-12-01,Gujarat,3W,703,2025,12,4,1,1,2025-12,47,0.16,-71.46,2463.0,574.0,1148.0,1210.0,679.0,1246.6666666666667,1585.3333333333333
2025-12-01,Gujarat,4W,351,2025,12,4,1,1,2025-12,47,0.08,-50.07,703.0,2463.0,574.0,605.0,339.0,1172.3333333333333,1543.0
2022-01-01,Karnataka,2W,1232,2022,1,1,2,0,2022-01,0,0.92,,,,,,,1232.0,1232.0
2022-01-01,Karnataka,3W,352,2022,1,1,2,0,2022-01,0,0.26,-71.43,1232.0,,,,,792.0,792.0
2022-01-01,Karnataka,4W,176,2022,1,1,2,0,2022-01,0,0.13,-50.0,352.0,1232.0,,,,586.6666666666666,586.6666666666666
2022-02-01,Karnataka,2W,736,2022,2,1,2,0,2022-02,1,0.55,318.18,176.0,352.0,1232.0,,,421.3333333333333,624.0
2022-02-01,Karnataka,3W,210,2022,2,1,2,0,2022-02,1,0.16,-71.47,736.0,176.0,352.0,,,374.0,541.2
2022-02-01,Karnataka,4W,105,2022,2,1,2,0,2022-02,1,0.08,-50.0,210.0,736.0,176.0,,,350.3333333333333,468.5
2022-03-01,Karnataka,2W,1040,2022,3,1,2,0,2022-03,2,0.78,890.48,105.0,210.0,736.0,1232.0,,451.6666666666667,436.5
2022-03-01,Karnataka,3W,297,2022,3,1,2,0,2022-03,2,0.22,-71.44,1040.0,105.0,210.0,352.0,,480.6666666666667,427.3333333333333
2022-03-01,Karnataka,4W,148,2022,3,1,2,0,2022-03,2,0.11,-50.17,297.0,1040.0,105.0,176.0,,495.0,422.6666666666667
2022-04-01,Karnataka,2W,517,2022,4,2,2,0,2022-04,3,0.39,249.32,148.0,297.0,1040.0,736.0,,320.6666666666667,386.1666666666667
2022-04-01,Karnataka,3W,147,2022,4,2,2,0,2022-04,3,0.11,-71.57,517.0,148.0,297.0,210.0,,270.6666666666667,375.6666666666667
2022-04-01,Karnataka,4W,73,2022,4,2,2,0,2022-04,3,0.05,-50.34,147.0,517.0,148.0,105.0,,245.66666666666666,370.3333333333333
2022-05-01,Karnataka,2W,984,2022,5,2,2,0,2022-05,4,0.74,1247.95,73.0,147.0,517.0,1040.0,1232.0,401.3333333333333,361.0
2022-05-01,Karnataka,3W,281,2022,5,2,2,0,2022-05,4,0.21,-71.44,984.0,73.0,147.0,297.0,352.0,446.0,358.3333333333333
2022-05-01,Karnataka,4W,140,2022,5,2,2,0,2022-05,4,0.11,-50.18,281.0,984.0,73.0,148.0,176.0,468.3333333333333,357.0
2022-06-01,Karnataka,2W,1108,2022,6,2,2,0,2022-06,5,0.83,691.43,140.0,281.0,984.0,517.0,736.0,509.6666666666667,455.5
2022-06-01,Karnataka,3W,316,2022,6,2,2,0,2022-06,5,0.24,-71.48,1108.0,140.0,281.0,147.0,210.0,521.3333333333334,483.6666666666667
2022-06-01,Karnataka,4W,158,2022,6,2,2,0,2022-06,5,0.12,-50.0,316.0,1108.0,140.0,73.0,105.0,527.3333333333334,497.8333333333333
2022-07-01,Karnataka,2W,751,2022,7,3,1,0,2022-07,6,0.56,375.32,158.0,316.0,1108.0,984.0,1040.0,408.3333333333333,459.0
2022-07-01,Karnataka,3W,214,2022,7,3,1,0,2022-07,6,0.16,-71.5,751.0,158.0,316.0,281.0,297.0,374.3333333333333,447.8333333333333
2022-07-01,Karnataka,4W,107,2022,7,3,1,0,2022-07,6,0.08,-50.0,214.0,751.0,158.0,140.0,148.0,357.3333333333333,442.3333333333333
2022-08-01,Karnataka,2W,772,2022,8,3,1,0,2022-08,7,0.58,621.5,107.0,214.0,751.0,1108.0,517.0,364.3333333333333,386.3333333333333
2022-08-01,Karnataka,3W,220,2022,8,3,1,0,2022-08,7,0.17,-71.5,772.0,107.0,214.0,316.0,147.0,366.3333333333333,370.3333333333333
2022-08-01,Karnataka,4W,110,2022,8,3,1,0,2022-08,7,0.08,-50.0,220.0,772.0,107.0,158.0,73.0,367.3333333333333,362.3333333333333
2022-09-01,Karnataka,2W,1293,2022,9,3,1,0,2022-09,8,0.97,1075.45,110.0,220.0,772.0,751.0,984.0,541.0,452.6666666666667
2022-09-01,Karnataka,3W,369,2022,9,3,1,0,2022-09,8,0.28,-71.46,1293.0,110.0,220.0,214.0,281.0,590.6666666666666,478.5
2022-09-01,Karnataka,4W,184,2022,9,3,1,0,2022-09,8,0.14,-50.14,369.0,1293.0,110.0,107.0,140.0,615.3333333333334,491.3333333333333
2022-10-01,Karnataka,2W,1200,2022,10,4,1,1,2022-10,9,0.9,552.17,184.0,369.0,1293.0,772.0,1108.0,584.3333333333334,562.6666666666666
2022-10-01,Karnataka,3W,342,2022,10,4,1,1,2022-10,9,0.26,-71.5,1200.0,184.0,369.0,220.0,316.0,575.3333333333334,583.0
2022-10-01,Karnataka,4W,171,2022,10,4,1,1,2022-10,9,0.13,-50.0,342.0,1200.0,184.0,110.0,158.0,571.0,593.1666666666666
2022-11-01,Karnataka,2W,675,2022,11,4,1,1,2022-11,10,0.51,294.74,171.0,342.0,1200.0,1293.0,751.0,396.0,490.1666666666667
2022-11-01,Karnataka,3W,193,2022,11,4,1,1,2022-11,10,0.14,-71.41,675.0,171.0,342.0,369.0,214.0,346.3333333333333,460.8333333333333
2022-11-01,Karnataka,4W,96,2022,11,4,1,1,2022-11,10,0.07,-50.26,193.0,675.0,171.0,184.0,107.0,321.3333333333333,446.1666666666667
2022-12-01,Karnataka,2W,1127,2022,12,4,1,1,2022-12,11,0.85,1073.96,96.0,193.0,675.0,1200.0,772.0,472.0,434.0
2022-12-01,Karnataka,3W,322,2022,12,4,1,1,2022-12,11,0.24,-71.43,1127.0,96.0,193.0,342.0,220.0,515.0,430.6666666666667
2022-12-01,Karnataka,4W,161,2022,12,4,1,1,2022-12,11,0.12,-50.0,322.0,1127.0,96.0,171.0,110.0,536.6666666666666,429.0
2023-01-01,Karnataka,2W,844,2023,1,1,2,0,2023-01,12,0.42,424.22,161.0,322.0,1127.0,675.0,1293.0,442.3333333333333,457.1666666666667
2023-01-01,Karnataka,3W,241,2023,1,1,2,0,2023-01,12,0.12,-71.45,844.0,161.0,322.0,193.0,369.0,415.3333333333333,465.1666666666667
2023-01-01,Karnataka,4W,120,2023,1,1,2,0,2023-01,12,0.06,-50.21,241.0,844.0,161.0,96.0,184.0,401.6666666666667,469.1666666666667
2023-02-01,Karnataka,2W,1820,2023,2,1,2,0,2023-02,13,0.92,1416.67,120.0,241.0,844.0,1127.0,1200.0,727.0,584.6666666666666
2023-02-01,Karnataka,3W,520,2023,2,1,2,0,2023-02,13,0.26,-71.43,1820.0,120.0,241.0,322.0,342.0,820.0,617.6666666666666
2023-02-01,Karnataka,4W,260,2023,2,1,2,0,2023-02,13,0.13,-50.0,520.0,1820.0,120.0,161.0,171.0,866.6666666666666,634.1666666666666
2023-03-01,Karnataka,2W,1463,2023,3,1,2,0,2023-03,14,0.74,462.69,260.0,520.0,1820.0,844.0,675.0,747.6666666666666,737.3333333333334
2023-03-01,Karnataka,3W,418,2023,3,1,2,0,2023-03,14,0.21,-71.43,1463.0,260.0,520.0,241.0,193.0,713.6666666666666,766.8333333333334
2023-03-01,Karnataka,4W,209,2023,3,1,2,0,2023-03,14,0.11,-50.0,418.0,1463.0,260.0,120.0,96.0,696.6666666666666,781.6666666666666
2023-04-01,Karnataka,2W,1868,2023,4,2,2,0,2023-04,15,0.94,793.78,209.0,418.0,1463.0,1820.0,1127.0,831.6666666666666,789.6666666666666
2023-04-01,Karnataka,3W,533,2023,4,2,2,0,2023-04,15,0.27,-71.47,1868.0,209.0,418.0,520.0,322.0,870.0,791.8333333333334
2023-04-01,Karnataka,4W,266,2023,4,2,2,0,2023-04,15,0.13,-50.09,533.0,1868.0,209.0,260.0,161.0,889.0,792.8333333333334
2023-05-01,Karnataka,2W,1277,2023,5,2,2,0,2023-05,16,0.64,380.08,266.0,533.0,1868.0,1463.0,844.0,692.0,761.8333333333334
2023-05-01,Karnataka,3W,365,2023,5,2,2,0,2023-05,16,0.18,-71.42,1277.0,266.0,533.0,418.0,241.0,636.0,753.0
2023-05-01,Karnataka,4W,182,2023,5,2,2,0,2023-05,16,0.09,-50.14,365.0,1277.0,266.0,209.0,120.0,608.0,748.5
2023-06-01,Karnataka,2W,1939,2023,6,2,2,0,2023-06,17,0.98,965.38,182.0,365.0,1277.0,1868.0,1820.0,828.6666666666666,760.3333333333334
2023-06-01,Karnataka,3W,554,2023,6,2,2,0,2023-06,17,0.28,-71.43,1939.0,182.0,365.0,533.0,520.0,891.6666666666666,763.8333333333334
2023-06-01,Karnataka,4W,277,2023,6,2,2,0,2023-06,17,0.14,-50.0,554.0,1939.0,182.0,266.0,260.0,923.3333333333334,765.6666666666666
2023-07-01,Karnataka,2W,1336,2023,7,3,1,0,2023-07,18,0.67,382.31,277.0,554.0,1939.0,1277.0,1463.0,722.3333333333334,775.5
2023-07-01,Karnataka,3W,381,2023,7,3,1,0,2023-07,18,0.19,-71.48,1336.0,277.0,554.0,365.0,418.0,664.6666666666666,778.1666666666666
2023-07-01,Karnataka,4W,190,2023,7,3,1,0,2023-07,18,0.1,-50.13,381.0,1336.0,277.0,182.0,209.0,635.6666666666666,779.5
2023-08-01,Karnataka,2W,784,2023,8,3,1,0,2023-08,19,0.39,312.63,190.0,381.0,1336.0,1939.0,1868.0,451.6666666666667,587.0
2023-08-01,Karnataka,3W,224,2023,8,3,1,0,2023-08,19,0.11,-71.43,784.0,190.0,381.0,554.0,533.0,399.3333333333333,532.0
2023-08-01,Karnataka,4W,112,2023,8,3,1,0,2023-08,19,0.06,-50.0,224.0,784.0,190.0,277.0,266.0,373.3333333333333,504.5
