session_id,start_time,end_time,energy_kwh,duration_hours,cost_inr,vehicle_type,duration_calc_hours,cost_per_kwh,hour_of_day,day_of_week,is_weekend,month
SES_24990,2024-12-30 22:41:00,2024-12-31 00:04:43,55.51,83.7,979.73,4W,1.3952777777777778,17.649612682399567,22,0,0,12
SES_14521,2024-11-25 22:55:00,2024-11-25 23:49:18,2.04,54.3,35.17,2W,0.905,17.240196078431374,22,0,0,11
SES_73587,2024-12-26 13:56:00,2024-12-26 15:41:13,3.22,105.2,50.44,2W,1.753611111111111,15.664596273291924,13,3,0,12
SES_12615,2024-08-14 07:46:00,2024-08-14 10:19:54,33.52,153.9,508.88,4W,2.565,15.181384248210023,7,2,0,8
SES_91691,2024-01-08 14:23:00,2024-01-08 15:44:45,7.42,81.8,122.81,3W,1.3625,16.551212938005392,14,0,0,1
SES_60536,2024-02-15 17:42:00,2024-02-15 18:46:14,1.75,64.2,30.63,2W,1.0705555555555555,17.502857142857142,17,3,0,2
SES_54581,2024-09-19 12:26:00,2024-09-19 15:02:21,41.84,156.4,706.01,4W,2.6058333333333334,16.874043977055447,12,3,0,9
SES_13305,2024-04-17 18:58:00,2024-04-17 19:59:16,1.87,61.3,29.98,2W,1.021111111111111,16.032085561497325,18,2,0,4
SES_50348,2024-03-29 21:34:00,2024-03-29 22:52:18,2.68,78.3,41.33,2W,1.305,15.421641791044774,21,4,0,3
SES_87421,2024-04-14 17:17:00,2024-04-14 19:18:12,37.02,121.2,575.66,4W,2.02,15.549972987574282,17,6,1,4
SES_68281,2024-10-12 02:10:00,2024-10-12 03:39:58,9.0,90.0,150.15,3W,1.4994444444444444,16.683333333333334,2,5,1,10
SES_71264,2024-07-22 08:22:00,2024-07-22 09:41:17,7.18,79.3,125.22,3W,1.321388888888889,17.440111420612816,8,0,0,7
SES_31185,2024-02-11 12:14:00,2024-02-11 13:56:07,3.01,102.1,50.26,2W,1.7019444444444445,16.697674418604652,12,6,1,2
SES_21282,2024-01-02 12:32:00,2024-01-02 14:38:52,50.09,126.9,800.23,4W,2.1144444444444446,15.97584348173288,12,1,0,1
SES_26704,2024-07-19 15:42:00,2024-07-19 16:37:04,9.47,55.1,165.24,3W,0.9177777777777778,17.448785638859555,15,4,0,7
SES_21037,2024-10-23 21:23:00,2024-10-23 22:41:14,9.45,78.2,157.73,3W,1.3038888888888889,16.69100529100529,21,2,0,10
SES_52996,2024-05-15 18:26:00,2024-05-15 19:15:21,59.12,49.4,1017.65,4W,0.8225,17.2132949932341,18,2,0,5
SES_55999,2024-11-20 22:43:00,2024-11-21 00:25:51,21.16,102.9,373.91,4W,1.7141666666666666,17.67060491493384,22,2,0,11
SES_85269,2024-04-19 19:32:00,2024-04-19 21:06:20,1.89,94.3,31.09,2W,1.5722222222222222,16.44973544973545,19,4,0,4
SES_13905,2024-02-15 15:07:00,2024-02-15 17:27:44,26.84,140.7,426.4,4W,2.3455555555555554,15.886736214605067,15,3,0,2
SES_84053,2024-10-01 09:26:00,2024-10-01 12:24:42,41.89,178.7,686.92,4W,2.9783333333333335,16.39818572451659,9,1,0,10
SES_80790,2024-05-16 22:49:00,2024-05-17 00:08:20,2.04,79.3,34.06,2W,1.3222222222222222,16.69607843137255,22,3,0,5
SES_24606,2024-12-11 20:32:00,2024-12-11 21:53:18,6.04,81.3,105.73,3W,1.355,17.50496688741722,20,2,0,12
SES_19945,2024-06-06 22:26:00,2024-06-06 23:48:36,40.57,82.6,678.83,4W,1.3766666666666667,16.732314518116837,22,3,0,6
SES_43129,2024-12-30 07:21:00,2024-12-30 08:28:49,2.28,67.8,34.95,2W,1.1302777777777777,15.328947368421055,7,0,0,12
SES_43829,2024-03-16 19:53:00,2024-03-16 20:41:22,6.56,48.4,99.39,3W,0.8061111111111111,15.150914634146343,19,5,1,3
SES_84279,2024-09-26 18:02:00,2024-09-26 20:30:36,22.85,148.6,396.75,4W,2.4766666666666666,17.36323851203501,18,3,0,9
SES_64180,2024-09-29 19:33:00,2024-09-29 20:17:46,8.72,44.8,149.81,3W,0.7461111111111111,17.18004587155963,19,6,1,9
SES_52898,2024-12-16 00:01:00,2024-12-16 01:47:06,47.65,106.1,802.89,4W,1.7683333333333333,16.849737670514166,0,0,0,12
SES_57642,2024-11-04 10:20:00,2024-11-04 11:24:17,43.46,64.3,776.34,4W,1.071388888888889,17.863322595490107,10,0,0,11
SES_76132,2024-06-29 21:09:00,2024-06-29 21:59:08,9.14,50.1,157.92,3W,0.8355555555555556,17.277899343544856,21,5,1,6
SES_81978,2024-01-30 22:56:00,2024-01-30 23:34:39,2.52,38.7,40.13,2W,0.6441666666666667,15.924603174603176,22,1,0,1
SES_91068,2024-12-20 21:48:00,2024-12-20 23:37:50,2.77,109.8,45.42,2W,1.8305555555555555,16.397111913357403,21,4,0,12
SES_24568,2024-11-27 07:40:00,2024-11-27 08:52:04,2.97,72.1,48.58,2W,1.201111111111111,16.356902356902356,7,2,0,11
SES_67060,2024-08-30 16:52:00,2024-08-30 18:30:26,53.09,98.4,915.18,4W,1.6405555555555555,17.238274627990204,16,4,0,8
SES_34962,2024-08-05 10:45:00,2024-08-05 11:31:42,54.05,46.7,848.96,4W,0.7783333333333333,15.706938020351528,10,0,0,8
SES_92454,2024-07-22 18:06:00,2024-07-22 19:54:43,2.17,108.7,33.78,2W,1.8119444444444444,15.566820276497698,18,0,0,7
SES_64026,2024-10-11 21:11:00,2024-10-11 22:11:12,1.86,60.2,31.18,2W,1.0033333333333334,16.763440860215052,21,4,0,10
SES_58824,2024-06-30 18:34:00,2024-06-30 20:05:03,54.54,91.1,957.97,4W,1.5175,17.564539787312064,18,6,1,6
SES_67106,2024-04-20 21:08:00,2024-04-20 22:37:26,47.52,89.4,765.87,4W,1.4905555555555556,16.116792929292927,21,5,1,4
SES_19483,2024-08-12 14:43:00,2024-08-12 16:12:44,5.26,89.7,89.28,3W,1.4955555555555555,16.973384030418252,14,0,0,8
SES_96076,2024-12-31 13:09:00,2024-12-31 14:29:20,7.94,80.3,132.05,3W,1.3388888888888888,16.630982367758186,13,1,0,12
SES_10013,2024-03-19 20:00:00,2024-03-19 21:08:35,8.28,68.6,143.56,3W,1.1430555555555555,17.338164251207733,20,1,0,3
SES_57246,2024-01-05 20:33:00,2024-01-05 22:07:30,1.67,94.5,25.4,2W,1.575,15.209580838323353,20,4,0,1
SES_83469,2024-08-15 07:01:00,2024-08-15 08:17:45,1.54,76.8,26.06,2W,1.2791666666666666,16.92207792207792,7,3,0,8
SES_31246,2024-07-23 22:30:00,2024-07-23 23:09:15,2.27,39.3,40.52,2W,0.6541666666666667,17.850220264317183,22,1,0,7
SES_94822,2024-12-18 04:52:00,2024-12-18 06:05:03,6.82,73.1,121.94,3W,1.2175,17.879765395894427,4,2,0,12
SES_10525,2024-08-01 08:22:00,2024-08-01 09:16:21,58.02,54.4,1006.64,4W,0.9058333333333334,17.349879351947603,8,3,0,8
SES_39984,2024-03-06 19:30:00,2024-03-06 22:29:48,25.56,179.8,448.04,4W,2.9966666666666666,17.528951486697967,19,2,0,3
SES_55871,2024-12-03 06:30:00,2024-12-03 07:58:43,7.63,88.7,123.18,3W,1.478611111111111,16.14416775884666,6,1,0,12
SES_63244,2024-11-14 12:27:00,2024-11-14 13:00:18,2.23,33.3,36.88,2W,0.555,16.53811659192825,12,3,0,11
SES_98281,2024-04-21 16:19:00,2024-04-21 17:06:30,9.22,47.5,140.27,3W,0.7916666666666666,15.213665943600867,16,6,1,4
SES_75223,2024-11-03 14:02:00,2024-11-03 14:49:59,6.49,48.0,102.76,3W,0.7997222222222222,15.833590138674884,14,6,1,11
SES_16541,2024-10-22 05:31:00,2024-10-22 08:17:09,25.28,166.2,387.86,4W,2.7691666666666666,15.342563291139241,5,1,0,10
SES_35440,2024-04-01 22:45:00,2024-04-01 23:47:05,2.27,62.1,38.81,2W,1.0347222222222223,17.09691629955947,22,0,0,4
SES_89517,2024-07-29 18:17:00,2024-07-29 19:21:44,9.02,64.7,138.2,3W,1.0788888888888888,15.32150776053215,18,0,0,7
SES_27403,2024-05-17 17:52:00,2024-05-17 19:40:14,20.56,108.2,348.8,4W,1.8038888888888889,16.964980544747082,17,4,0,5
SES_60468,2024-09-14 23:36:00,2024-09-15 02:22:05,45.44,166.1,724.49,4W,2.7680555555555557,15.943882042253522,23,5,1,9
SES_21197,2024-10-09 23:09:00,2024-10-10 01:16:57,56.9,128.0,975.88,4W,2.1325,17.15079086115993,23,2,0,10
SES_52729,2024-04-05 04:09:00,2024-04-05 05:12:15,9.11,63.3,156.82,3W,1.0541666666666667,17.214050493962677,4,4,0,4
SES_43393,2024-04-19 20:49:00,2024-04-19 22:04:42,7.63,75.7,117.44,3W,1.2616666666666667,15.391874180865006,20,4,0,4
SES_72413,2024-05-26 18:15:00,2024-05-26 20:48:42,24.4,153.7,403.58,4W,2.5616666666666665,16.54016393442623,18,6,1,5
SES_77503,2024-09-22 06:48:00,2024-09-22 08:20:39,3.46,92.7,52.64,2W,1.5441666666666667,15.213872832369942,6,6,1,9
SES_26509,2024-06-18 16:45:00,2024-06-18 18:41:28,42.23,116.5,718.78,4W,1.941111111111111,17.020601468150605,16,1,0,6
SES_78279,2024-04-07 20:50:00,2024-04-07 22:40:09,2.25,110.2,38.42,2W,1.8358333333333334,17.075555555555557,20,6,1,4
SES_38667,2024-06-10 03:25:00,2024-06-10 04:19:41,26.51,54.7,454.08,4W,0.9113888888888889,17.12863070539419,3,0,0,6
SES_63480,2024-07-14 22:01:00,2024-07-14 23:09:30,5.17,68.5,80.58,3W,1.1416666666666666,15.586073500967117,22,6,1,7
SES_63000,2024-02-01 18:43:00,2024-02-01 19:28:39,22.4,45.7,388.37,4W,0.7608333333333334,17.33794642857143,18,3,0,2
SES_22004,2024-06-03 04:37:00,2024-06-03 06:31:12,2.81,114.2,44.13,2W,1.9033333333333333,15.704626334519574,4,0,0,6
SES_76515,2024-10-02 21:50:00,2024-10-02 23:04:39,32.11,74.7,506.63,4W,1.2441666666666666,15.777950794145127,21,2,0,10
SES_38883,2024-11-30 20:01:00,2024-11-30 21:15:47,1.87,74.8,33.39,2W,1.246388888888889,17.855614973262032,20,5,1,11
SES_44226,2024-06-02 21:38:00,2024-06-02 23:47:40,33.44,129.7,531.16,4W,2.161111111111111,15.883971291866029,21,6,1,6
SES_45821,2024-03-31 19:11:00,2024-03-31 20:26:21,8.42,75.4,145.6,3W,1.2558333333333334,17.292161520190025,19,6,1,3
SES_53608,2024-01-03 17:42:00,2024-01-03 18:40:45,30.61,58.8,507.64,4W,0.9791666666666666,16.584122835674616,17,2,0,1
SES_10804,2024-11-01 17:58:00,2024-11-01 19:37:07,2.94,99.1,45.91,2W,1.6519444444444444,15.6156462585034,17,4,0,11
SES_75716,2024-04-13 12:11:00,2024-04-13 13:27:45,1.6,76.8,27.82,2W,1.2791666666666666,17.3875,12,5,1,4
SES_65937,2024-09-03 21:29:00,2024-09-03 23:48:23,34.64,139.4,541.9,4W,2.3230555555555554,15.643764434180138,21,1,0,9
SES_88202,2024-05-13 14:26:00,2024-05-13 15:38:35,8.08,72.6,125.83,3W,1.2097222222222221,15.573019801980198,14,0,0,5
SES_14581,2024-01-07 21:26:00,2024-01-07 22:20:31,27.79,54.5,474.25,4W,0.9086111111111111,17.065491183879093,21,6,1,1
SES_75182,2024-12-27 23:06:00,2024-12-28 00:04:00,3.36,58.0,53.42,2W,0.9666666666666667,15.898809523809526,23,4,0,12
SES_30787,2024-03-26 17:14:00,2024-03-26 19:00:08,2.99,106.1,49.92,2W,1.768888888888889,16.695652173913043,17,1,0,3
SES_44376,2024-03-19 19:55:00,2024-03-19 21:17:41,5.21,82.7,91.32,3W,1.3780555555555556,17.5278310940499,19,1,0,3
SES_81894,2024-03-05 10:07:00,2024-03-05 11:33:50,7.44,86.8,130.37,3W,1.4472222222222222,17.522849462365592,10,1,0,3
SES_44444,2024-07-30 08:57:00,2024-07-30 09:39:17,2.38,42.3,41.03,2W,0.7047222222222222,17.23949579831933,8,1,0,7
SES_77440,2024-02-03 20:33:00,2024-02-03 23:32:08,20.56,179.1,356.63,4W,2.9855555555555555,17.34581712062257,20,5,1,2
SES_49476,2024-01-19 12:09:00,2024-01-19 13:04:41,1.66,55.7,28.29,2W,0.9280555555555555,17.042168674698797,12,4,0,1
SES_99209,2024-08-23 21:01:00,2024-08-23 21:39:33,1.97,38.6,32.12,2W,0.6425,16.304568527918782,21,4,0,8
SES_23895,2024-07-23 21:28:00,2024-07-23 22:45:28,7.26,77.5,110.8,3W,1.291111111111111,15.261707988980715,21,1,0,7
SES_17486,2024-02-28 06:43:00,2024-02-28 07:46:43,8.28,63.7,132.09,3W,1.0619444444444444,15.952898550724639,6,2,0,2
SES_69254,2024-09-20 15:44:00,2024-09-20 17:31:38,2.87,107.6,49.49,2W,1.7938888888888889,17.24390243902439,15,4,0,9
SES_91539,2024-05-13 15:32:00,2024-05-13 16:53:42,1.87,81.7,30.45,2W,1.3616666666666666,16.283422459893046,15,0,0,5
SES_23472,2024-12-19 15:55:00,2024-12-19 17:11:56,2.43,76.9,41.96,2W,1.2822222222222222,17.267489711934157,15,3,0,12
SES_16047,2024-11-07 17:43:00,2024-11-07 18:48:43,31.24,65.7,537.94,4W,1.0952777777777778,17.219590268886048,17,3,0,11
SES_84836,2024-07-12 08:05:00,2024-07-12 09:31:16,2.25,86.3,34.64,2W,1.4377777777777778,15.395555555555555,8,4,0,7
SES_29552,2024-05-07 20:46:00,2024-05-07 22:22:51,2.86,96.9,50.59,2W,1.6141666666666667,17.68881118881119,20,1,0,5
SES_32921,2024-09-11 20:35:00,2024-09-11 21:28:47,5.57,53.8,96.25,3W,0.8963888888888889,17.280071813285456,20,2,0,9
SES_60812,2024-06-17 09:15:00,2024-06-17 10:33:50,2.02,78.8,33.86,2W,1.3138888888888889,16.762376237623762,9,0,0,6
SES_59467,2024-07-25 13:34:00,2024-07-25 14:29:00,25.6,55.0,393.3,4W,0.9166666666666666,15.36328125,13,3,0,7
SES_86015,2024-05-22 18:03:00,2024-05-22 19:07:20,40.09,64.3,635.92,4W,1.0722222222222222,15.862309802943376,18,2,0,5
SES_76548,2024-03-19 10:52:00,2024-03-19 12:10:42,5.74,78.7,92.13,3W,1.3116666666666668,16.05052264808362,10,1,0,3
SES_52905,2024-02-18 02:53:00,2024-02-18 05:02:42,53.6,129.7,820.38,4W,2.1616666666666666,15.305597014925374,2,6,1,2
SES_30467,2024-04-17 14:16:00,2024-04-17 16:22:34,26.03,126.6,403.84,4W,2.1094444444444442,15.514406454091432,14,2,0,4
SES_61141,2024-10-31 23:29:00,2024-11-01 01:00:15,3.01,91.3,54.1,2W,1.5208333333333333,17.9734219269103,23,3,0,10
SES_30899,2024-03-07 10:29:00,2024-03-07 11:19:03,5.33,50.1,85.94,3W,0.8341666666666666,16.123827392120074,10,3,0,3
SES_70800,2024-06-24 06:08:00,2024-06-24 07:41:45,48.77,93.8,751.99,4W,1.5625,15.419110108673364,6,0,0,6
SES_72835,2024-03-27 21:14:00,2024-03-27 23:49:33,33.66,155.6,582.53,4W,2.5925,17.306298276886512,21,2,0,3
SES_44723,2024-08-26 01:25:00,2024-08-26 03:01:59,23.3,97.0,377.4,4W,1.6163888888888889,16.19742489270386,1,0,0,8
SES_81028,2024-03-10 21:06:00,2024-03-10 21:57:32,5.19,51.5,90.93,3W,0.8588888888888889,17.520231213872833,21,6,1,3
SES_11819,2024-12-08 20:39:00,2024-12-08 21:37:21,44.27,58.4,775.73,4W,0.9725,17.522701603794893,20,6,1,12
SES_13004,2024-07-20 15:03:00,2024-07-20 15:48:47,9.08,45.8,161.08,3W,0.7630555555555556,17.740088105726873,15,5,1,7
SES_49823,2024-08-18 23:02:00,2024-08-19 00:06:45,6.13,64.8,96.03,3W,1.0791666666666666,15.66557911908646,23,6,1,8
SES_66647,2024-05-03 16:06:00,2024-05-03 17:21:25,56.59,75.4,1014.98,4W,1.2569444444444444,17.93567768156918,16,4,0,5
SES_65526,2024-09-27 00:17:00,2024-09-27 01:28:04,3.19,71.1,51.0,2W,1.1844444444444444,15.987460815047022,0,4,0,9
SES_92429,2024-10-14 15:47:00,2024-10-14 16:54:11,33.4,67.2,519.73,4W,1.1197222222222223,15.560778443113774,15,0,0,10
SES_57182,2024-09-23 14:42:00,2024-09-23 16:44:56,34.38,122.9,592.65,4W,2.048888888888889,17.238219895287955,14,0,0,9
SES_14968,2024-05-21 09:42:00,2024-05-21 10:27:21,9.63,45.4,146.21,3W,0.7558333333333334,15.182762201453789,9,1,0,5
SES_86636,2024-07-01 19:02:00,2024-07-01 20:49:43,27.67,107.7,426.7,4W,1.7952777777777778,15.421033610408383,19,0,0,7
SES_16667,2024-04-01 15:29:00,2024-04-01 16:24:34,9.52,55.6,168.0,3W,0.9261111111111111,17.647058823529413,15,0,0,4
SES_42441,2024-02-24 19:50:00,2024-02-24 21:13:13,9.87,83.2,150.43,3W,1.3869444444444445,15.241134751773052,19,5,1,2
SES_82700,2024-07-10 13:21:00,2024-07-10 15:26:20,36.52,125.3,654.97,4W,2.088888888888889,17.934556407447975,13,2,0,7
SES_50793,2024-11-05 06:51:00,2024-11-05 07:58:11,35.74,67.2,621.86,4W,1.1197222222222223,17.399552322327924,6,1,0,11
SES_80687,2024-12-21 11:40:00,2024-12-21 12:42:59,5.04,63.0,77.61,3W,1.0497222222222222,15.398809523809524,11,5,1,12
SES_50349,2024-09-13 05:29:00,2024-09-13 06:12:12,8.03,43.2,125.08,3W,0.72,15.57658779576588,5,4,0,9
SES_15106,2024-10-29 19:12:00,2024-10-29 20:23:15,1.59,71.3,28.59,2W,1.1875,17.9811320754717,19,1,0,10
SES_46341,2024-02-21 07:13:00,2024-02-21 09:05:12,3.08,112.2,46.63,2W,1.87,15.13961038961039,7,2,0,2
SES_87335,2024-10-04 10:12:00,2024-10-04 11:19:33,6.4,67.6,106.58,3W,1.1258333333333332,16.653125,10,4,0,10
SES_30757,2024-06-03 12:42:00,2024-06-03 13:29:03,5.51,47.1,88.72,3W,0.7841666666666667,16.101633393829403,12,0,0,6
SES_87563,2024-06-05 22:01:00,2024-06-05 23:31:33,49.86,90.6,842.42,4W,1.5091666666666668,16.89570798235058,22,2,0,6
SES_12751,2024-02-15 20:41:00,2024-02-15 21:48:47,6.31,67.8,96.98,3W,1.1297222222222223,15.369255150554677,20,3,0,2
SES_45368,2024-03-29 13:22:00,2024-03-29 14:27:35,6.22,65.6,101.85,3W,1.0930555555555554,16.374598070739548,13,4,0,3
SES_19109,2024-02-11 23:13:00,2024-02-12 00:18:51,5.85,65.9,102.4,3W,1.0975,17.504273504273506,23,6,1,2
SES_24810,2024-03-16 16:30:00,2024-03-16 17:36:22,2.06,66.4,32.6,2W,1.106111111111111,15.825242718446603,16,5,1,3
SES_71576,2024-10-25 23:31:00,2024-10-26 00:21:02,8.11,50.0,137.9,3W,0.8338888888888889,17.003699136868065,23,4,0,10
SES_32644,2024-07-16 19:31:00,2024-07-16 20:34:49,3.09,63.8,47.82,2W,1.063611111111111,15.475728155339807,19,1,0,7
SES_62203,2024-12-19 12:56:00,2024-12-19 13:57:33,6.63,61.6,118.82,3W,1.0258333333333334,17.92156862745098,12,3,0,12
SES_24957,2024-05-17 20:53:00,2024-05-17 21:51:44,8.98,58.7,153.08,3W,0.9788888888888889,17.046770601336302,20,4,0,5
SES_27378,2024-04-07 12:00:00,2024-04-07 13:57:44,1.56,117.7,27.67,2W,1.9622222222222223,17.73717948717949,12,6,1,4
SES_16441,2024-10-09 21:11:00,2024-10-09 23:53:49,26.89,162.8,453.66,4W,2.713611111111111,16.870955745630347,21,2,0,10
SES_50009,2024-10-18 19:48:00,2024-10-18 22:23:46,30.67,155.8,531.7,4W,2.596111111111111,17.33615911313988,19,4,0,10
SES_49044,2024-06-19 13:33:00,2024-06-19 14:48:03,24.68,75.1,420.07,4W,1.2508333333333332,17.02066450567261,13,2,0,6
SES_31362,2024-09-29 03:01:00,2024-09-29 03:41:48,8.86,40.8,136.85,3W,0.68,15.445823927765238,3,6,1,9
SES_33431,2024-08-23 12:10:00,2024-08-23 13:35:51,6.08,85.9,108.41,3W,1.4308333333333334,17.830592105263158,12,4,0,8
SES_25758,2024-10-13 14:20:00,2024-10-13 15:31:45,7.01,71.8,123.61,3W,1.1958333333333333,17.633380884450784,14,6,1,10
SES_41531,2024-11-09 22:18:00,2024-11-10 00:03:00,2.34,105.0,40.71,2W,1.75,17.397435897435898,22,5,1,11
SES_79516,2024-10-07 20:58:00,2024-10-07 22:08:52,6.65,70.9,105.42,3W,1.181111111111111,15.852631578947367,20,0,0,10
SES_37830,2024-01-04 19:07:00,2024-01-04 20:26:31,7.3,79.5,109.63,3W,1.3252777777777778,15.017808219178082,19,3,0,1
SES_71716,2024-06-12 21:53:00,2024-06-12 23:11:07,7.77,78.1,135.93,3W,1.3019444444444443,17.494208494208497,21,2,0,6
SES_82840,2024-02-18 22:34:00,2024-02-18 23:50:48,59.56,76.8,962.93,4W,1.28,16.167394224311618,22,6,1,2
SES_80264,2024-11-20 08:35:00,2024-11-20 09:07:42,2.63,32.7,43.04,2W,0.545,16.365019011406844,8,2,0,11
SES_95486,2024-06-12 01:26:00,2024-06-12 02:53:16,7.97,87.3,133.73,3W,1.4544444444444444,16.77917189460477,1,2,0,6
SES_96895,2024-06-15 21:14:00,2024-06-15 22:25:44,7.52,71.7,125.77,3W,1.1955555555555555,16.72473404255319,21,5,1,6
SES_55056,2024-01-30 03:11:00,2024-01-30 04:12:09,6.68,61.2,114.6,3W,1.0191666666666668,17.15568862275449,3,1,0,1
SES_79606,2024-02-16 22:46:00,2024-02-17 00:07:50,5.72,81.8,99.33,3W,1.363888888888889,17.365384615384617,22,4,0,2
SES_40762,2024-01-27 22:10:00,2024-01-27 23:58:41,3.43,108.7,61.16,2W,1.811388888888889,17.83090379008746,22,5,1,1
SES_45053,2024-04-23 11:33:00,2024-04-23 12:46:21,2.89,73.4,47.97,2W,1.2225,16.598615916955016,11,1,0,4
SES_85726,2024-04-11 13:29:00,2024-04-11 15:30:37,32.03,121.6,500.0,4W,2.0269444444444447,15.610365282547612,13,3,0,4
SES_29343,2024-04-01 00:54:00,2024-04-01 02:22:22,8.64,88.4,154.39,3W,1.4727777777777777,17.869212962962962,0,0,0,4
SES_26220,2024-01-07 22:47:00,2024-01-07 23:20:41,2.45,33.7,43.63,2W,0.5613888888888889,17.80816326530612,22,6,1,1
SES_15631,2024-09-09 23:27:00,2024-09-10 00:42:03,5.07,75.1,91.02,3W,1.2508333333333332,17.95266272189349,23,0,0,9
SES_38495,2024-10-04 17:51:00,2024-10-04 18:59:45,35.97,68.8,547.95,4W,1.1458333333333333,15.23352793994996,17,4,0,10
SES_51749,2024-09-04 12:50:00,2024-09-04 15:45:18,39.91,175.3,675.61,4W,2.921666666666667,16.928338762214985,12,2,0,9
SES_59745,2024-01-09 19:34:00,2024-01-09 20:15:11,3.3,41.2,51.16,2W,0.6863888888888889,15.503030303030302,19,1,0,1
SES_93151,2024-09-03 22:03:00,2024-09-03 23:31:14,2.26,88.2,40.4,2W,1.4705555555555556,17.876106194690266,22,1,0,9
SES_92465,2024-10-25 17:23:00,2024-10-25 18:21:47,1.54,58.8,25.17,2W,0.9797222222222223,16.344155844155846,17,4,0,10
SES_99380,2024-09-08 12:35:00,2024-09-08 13:09:20,3.08,34.3,47.6,2W,0.5722222222222222,15.454545454545455,12,6,1,9
SES_48146,2024-05-20 19:14:00,2024-05-20 20:16:38,2.46,62.6,39.45,2W,1.0438888888888889,16.03658536585366,19,0,0,5
SES_75935,2024-03-13 06:39:00,2024-03-13 07:21:35,3.14,42.6,52.44,2W,0.7097222222222223,16.700636942675157,6,2,0,3
SES_11133,2024-07-26 12:17:00,2024-07-26 14:55:03,41.2,158.1,721.64,4W,2.6341666666666668,17.51553398058252,12,4,0,7
SES_65261,2024-03-27 16:03:00,2024-03-27 19:01:57,43.49,179.0,662.89,4W,2.9825,15.242354564267647,16,2,0,3
SES_98979,2024-03-14 22:00:00,2024-03-14 23:03:31,2.53,63.5,44.73,2W,1.0586111111111112,17.679841897233203,22,3,0,3
SES_85269,2024-07-20 13:01:00,2024-07-20 14:38:04,53.27,97.1,835.13,4W,1.6177777777777778,15.677304298854889,13,5,1,7
SES_40604,2024-09-25 12:19:00,2024-09-25 13:41:48,7.09,82.8,115.39,3W,1.38,16.27503526093089,12,2,0,9
SES_68139,2024-07-18 05:13:00,2024-07-18 07:11:54,35.99,118.9,620.05,4W,1.9816666666666667,17.228396776882466,5,3,0,7
SES_64016,2024-11-11 13:03:00,2024-11-11 13:53:48,2.75,50.8,45.87,2W,0.8466666666666667,16.68,13,0,0,11
SES_89971,2024-10-18 21:19:00,2024-10-18 23:01:45,2.86,102.8,47.57,2W,1.7125,16.632867132867133,21,4,0,10
SES_43437,2024-12-26 14:30:00,2024-12-26 15:30:32,7.38,60.5,112.92,3W,1.008888888888889,15.300813008130081,14,3,0,12
SES_56891,2024-11-29 21:59:00,2024-11-29 22:57:55,9.13,58.9,143.95,3W,0.9819444444444444,15.766703176341728,21,4,0,11
SES_79553,2024-01-04 07:55:00,2024-01-04 09:10:21,8.24,75.4,145.39,3W,1.2558333333333334,17.644417475728154,7,3,0,1
SES_13100,2024-02-11 19:45:00,2024-02-11 20:54:28,5.64,69.5,93.65,3W,1.1577777777777778,16.604609929078016,19,6,1,2
SES_18918,2024-12-30 04:51:00,2024-12-30 05:59:17,2.58,68.3,41.52,2W,1.1380555555555556,16.093023255813954,4,0,0,12
SES_85671,2024-09-24 12:10:00,2024-09-24 14:06:42,42.09,116.7,646.04,4W,1.945,15.349014017581371,12,1,0,9
SES_94168,2024-12-01 21:23:00,2024-12-01 22:46:31,2.28,83.5,36.53,2W,1.3919444444444444,16.021929824561404,21,6,1,12
SES_61441,2024-05-10 23:21:00,2024-05-11 01:07:00,52.66,106.0,817.96,4W,1.7666666666666666,15.532852259779721,23,4,0,5
SES_77649,2024-09-24 21:35:00,2024-09-24 22:53:55,47.34,78.9,743.24,4W,1.3152777777777778,15.700042247570764,21,1,0,9
SES_83951,2024-06-03 13:16:00,2024-06-03 14:58:15,2.84,102.3,48.33,2W,1.7041666666666666,17.017605633802816,13,0,0,6
SES_48395,2024-06-24 14:02:00,2024-06-24 15:50:31,28.06,108.5,464.1,4W,1.8086111111111112,16.539558089807556,14,0,0,6
SES_94218,2024-03-17 19:34:00,2024-03-17 20:58:52,2.96,84.9,50.16,2W,1.4144444444444444,16.945945945945944,19,6,1,3
SES_98024,2024-02-09 07:47:00,2024-02-09 10:46:28,48.3,179.5,739.14,4W,2.991111111111111,15.303105590062112,7,4,0,2
SES_73274,2024-03-21 15:32:00,2024-03-21 16:55:36,7.82,83.6,135.46,3W,1.3933333333333333,17.32225063938619,15,3,0,3
SES_88336,2024-10-03 19:59:00,2024-10-03 22:50:16,53.27,171.3,944.22,4W,2.8544444444444443,17.725173643701897,19,3,0,10
SES_29634,2024-08-05 08:31:00,2024-08-05 09:17:14,7.2,46.2,129.48,3W,0.7705555555555555,17.98333333333333,8,0,0,8
SES_34659,2024-07-20 20:15:00,2024-07-20 22:19:19,52.25,124.3,804.1,4W,2.0719444444444446,15.389473684210527,20,5,1,7
SES_30415,2024-05-24 01:58:00,2024-05-24 03:10:18,2.55,72.3,44.75,2W,1.205,17.54901960784314,1,4,0,5
SES_40854,2024-11-28 19:01:00,2024-11-28 20:19:35,7.54,78.6,130.2,3W,1.3097222222222222,17.267904509283817,19,3,0,11
SES_87631,2024-05-28 06:51:00,2024-05-28 08:32:11,34.44,101.2,600.59,4W,1.686388888888889,17.43873403019745,6,1,0,5
